,id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,BlackLatinoMale,African-American,Hispanic,Caucasian,Native American,Asian,Other,y
4728,7222,1,34,0,2,0,5,0,0,5,5,0,1,-1,5,0,0,0,1,0,0,0,1
2702,4123,0,51,1,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
1466,2246,0,21,-1,0,0,8,0,0,1,8,1,8,1,1,1,1,0,0,0,0,0,0
5275,8046,0,27,0,0,0,10,0,1,13,10,1,10,1,13,1,1,0,0,0,0,0,1
1805,2737,0,26,0,0,0,8,0,0,9,8,1,7,0,9,1,1,0,0,0,0,0,1
2312,3521,0,19,-1,0,0,10,1,0,1,10,1,10,1,1,1,1,0,0,0,0,0,1
1265,1929,0,26,0,1,0,5,0,0,0,5,0,5,0,0,1,0,1,0,0,0,0,1
792,1204,1,23,-1,5,0,4,0,0,0,4,-1,5,0,0,0,0,0,0,0,0,1,0
2616,3995,0,24,-1,0,0,3,0,0,1,3,-1,3,-1,1,1,1,0,0,0,0,0,1
4027,6143,0,55,1,0,0,4,0,0,5,4,-1,1,-1,5,1,1,0,0,0,0,0,1
343,510,0,51,1,1,0,1,0,0,1,1,-1,1,-1,1,1,0,1,0,0,0,0,0
5150,7846,0,25,0,1,0,6,0,0,3,6,0,4,-1,3,1,0,1,0,0,0,0,1
2783,4248,0,33,0,1,0,9,0,0,8,9,1,4,-1,8,1,0,1,0,0,0,0,1
1409,2157,1,21,-1,0,0,3,0,0,1,3,-1,4,-1,1,0,1,0,0,0,0,0,1
6480,9881,1,52,1,2,0,7,0,0,23,7,0,4,-1,23,0,0,0,1,0,0,0,1
6512,9924,0,29,0,2,0,3,0,0,0,3,-1,3,-1,0,0,0,0,1,0,0,0,1
3870,5905,0,50,1,2,0,3,0,0,9,3,-1,2,-1,9,0,0,0,1,0,0,0,1
6502,9912,0,26,0,1,0,6,0,0,0,6,0,4,-1,0,1,0,1,0,0,0,0,0
7034,10713,1,24,-1,1,0,3,0,0,1,3,-1,3,-1,1,0,0,1,0,0,0,0,0
3681,5621,0,53,1,2,0,4,0,0,2,4,-1,2,-1,2,0,0,0,1,0,0,0,0
2004,3041,0,38,0,2,0,3,0,0,0,3,-1,1,-1,0,0,0,0,1,0,0,0,1
1418,2170,0,21,-1,0,0,8,0,0,1,8,1,9,1,1,1,1,0,0,0,0,0,0
1607,2460,0,58,1,2,0,4,0,0,3,4,-1,1,-1,3,0,0,0,1,0,0,0,1
1174,1800,0,50,1,0,0,5,0,0,4,5,0,2,-1,4,1,1,0,0,0,0,0,0
4021,6133,0,49,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
6936,10557,0,32,0,0,0,4,0,0,5,4,-1,4,-1,5,1,1,0,0,0,0,0,0
4378,6679,1,26,0,5,0,7,0,0,4,7,0,4,-1,4,0,0,0,0,0,0,1,1
6334,9664,1,30,0,2,0,3,0,0,3,3,-1,1,-1,3,0,0,0,1,0,0,0,1
5380,8203,0,27,0,0,0,9,0,1,2,9,1,8,1,2,1,1,0,0,0,0,0,1
2911,4445,1,22,-1,0,0,5,0,0,1,5,0,5,0,1,0,1,0,0,0,0,0,0
7031,10708,0,26,0,2,0,4,0,0,1,4,-1,3,-1,1,0,0,0,1,0,0,0,0
1657,2526,0,51,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
1880,2857,0,25,0,0,0,9,0,1,2,9,1,8,1,2,1,1,0,0,0,0,0,0
3321,5086,0,46,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
6636,10124,1,27,0,2,0,2,0,0,2,2,-1,4,-1,2,0,0,0,1,0,0,0,0
5725,8728,1,24,-1,2,0,6,0,0,0,6,0,5,0,0,0,0,0,1,0,0,0,0
1849,2805,0,51,1,0,0,7,0,0,4,7,0,6,0,4,1,1,0,0,0,0,0,0
1993,3030,0,37,0,0,0,3,0,0,12,3,-1,2,-1,12,1,1,0,0,0,0,0,0
2251,3427,1,42,0,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
4520,6906,1,37,0,1,0,3,0,0,0,3,-1,3,-1,0,0,0,1,0,0,0,0,0
4896,7455,0,22,-1,0,0,7,0,0,0,7,0,7,0,0,1,1,0,0,0,0,0,0
3276,5012,0,29,0,2,0,1,0,0,0,1,-1,2,-1,0,0,0,0,1,0,0,0,0
6458,9847,1,48,1,0,0,6,0,0,0,6,0,1,-1,0,0,1,0,0,0,0,0,1
2420,3692,0,41,0,0,0,2,0,0,8,2,-1,4,-1,8,1,1,0,0,0,0,0,1
943,1445,0,33,0,0,0,7,0,0,7,7,0,9,1,7,1,1,0,0,0,0,0,1
2034,3104,1,32,0,5,0,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,1,0
771,1169,0,29,0,0,0,4,0,0,1,4,-1,3,-1,1,1,1,0,0,0,0,0,0
2166,3314,0,30,0,2,0,4,0,0,2,4,-1,3,-1,2,0,0,0,1,0,0,0,0
4262,6503,0,37,0,1,0,2,0,0,1,2,-1,1,-1,1,1,0,1,0,0,0,0,1
5596,8526,1,26,0,0,0,9,0,0,0,9,1,7,0,0,0,1,0,0,0,0,0,0
1069,1642,0,29,0,2,0,6,0,0,1,6,0,4,-1,1,0,0,0,1,0,0,0,0
1213,1861,0,36,0,0,0,8,0,0,1,8,1,4,-1,1,1,1,0,0,0,0,0,1
5471,8328,0,26,0,2,0,8,0,3,10,8,1,7,0,10,0,0,0,1,0,0,0,1
4221,6443,0,28,0,2,0,5,0,0,5,5,0,4,-1,5,0,0,0,1,0,0,0,0
4910,7477,0,23,-1,0,0,8,0,0,1,8,1,5,0,1,1,1,0,0,0,0,0,0
5307,8097,0,29,0,0,0,5,0,0,5,5,0,4,-1,5,1,1,0,0,0,0,0,1
3903,5954,0,55,1,1,0,1,0,0,0,1,-1,1,-1,0,1,0,1,0,0,0,0,0
2803,4283,1,24,-1,0,0,7,0,0,2,7,0,5,0,2,0,1,0,0,0,0,0,1
5430,8269,1,29,0,0,0,9,1,0,11,9,1,5,0,11,0,1,0,0,0,0,0,1
6767,10323,0,31,0,1,2,9,1,0,8,9,1,7,0,8,1,0,1,0,0,0,0,1
6200,9452,0,28,0,0,0,7,0,1,12,7,0,3,-1,12,1,1,0,0,0,0,0,1
6244,9530,0,49,1,1,0,2,0,0,0,2,-1,1,-1,0,1,0,1,0,0,0,0,0
857,1297,1,30,0,1,0,2,0,0,1,2,-1,2,-1,1,0,0,1,0,0,0,0,0
6569,10020,0,27,0,2,0,4,0,0,0,4,-1,3,-1,0,0,0,0,1,0,0,0,0
5604,8539,0,24,-1,0,0,6,0,0,5,6,0,4,-1,5,1,1,0,0,0,0,0,0
1355,2078,0,43,0,2,0,5,0,0,4,5,0,2,-1,4,0,0,0,1,0,0,0,1
4053,6177,0,23,-1,0,1,9,0,0,4,9,1,9,1,4,1,1,0,0,0,0,0,0
3662,5593,0,37,0,2,0,4,0,0,4,4,-1,3,-1,4,0,0,0,1,0,0,0,1
6460,9852,0,21,-1,0,0,10,2,2,2,10,1,7,0,2,1,1,0,0,0,0,0,1
2558,3904,1,59,1,0,0,2,0,0,0,2,-1,1,-1,0,0,1,0,0,0,0,0,0
6112,9319,0,28,0,0,0,6,0,0,12,6,0,5,0,12,1,1,0,0,0,0,0,1
6693,10211,1,23,-1,0,0,4,0,0,0,4,-1,5,0,0,0,1,0,0,0,0,0,0
218,325,0,61,1,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
5374,8191,0,21,-1,0,0,4,0,0,0,4,-1,6,0,0,1,1,0,0,0,0,0,0
6927,10547,0,55,1,0,0,5,0,0,3,5,0,3,-1,3,1,1,0,0,0,0,0,1
1838,2787,1,39,0,0,0,5,0,0,0,5,0,2,-1,0,0,1,0,0,0,0,0,1
5767,8786,0,30,0,0,0,2,1,0,1,2,-1,2,-1,1,1,1,0,0,0,0,0,0
4703,7185,0,60,1,1,0,4,0,0,0,4,-1,1,-1,0,1,0,1,0,0,0,0,0
1823,2764,0,39,0,2,0,4,0,0,2,4,-1,2,-1,2,0,0,0,1,0,0,0,0
3003,4588,0,24,-1,0,0,3,0,1,2,3,-1,4,-1,2,1,1,0,0,0,0,0,1
7075,10788,0,22,-1,4,0,2,0,0,1,2,-1,4,-1,1,0,0,0,0,0,1,0,0
4100,6245,0,33,0,2,0,9,0,1,14,9,1,8,1,14,0,0,0,1,0,0,0,0
2143,3284,0,37,0,2,0,9,0,0,11,9,1,4,-1,11,0,0,0,1,0,0,0,1
3590,5484,0,57,1,2,0,2,0,0,1,2,-1,1,-1,1,0,0,0,1,0,0,0,0
5373,8190,0,27,0,5,0,4,0,0,6,4,-1,4,-1,6,0,0,0,0,0,0,1,1
1806,2738,0,31,0,5,0,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,1,0
7014,10678,0,33,0,1,0,6,0,1,11,6,0,2,-1,11,1,0,1,0,0,0,0,1
3808,5814,0,40,0,2,0,8,0,0,0,8,1,10,1,0,0,0,0,1,0,0,0,1
4855,7399,1,28,0,5,0,2,0,1,1,2,-1,2,-1,1,0,0,0,0,0,0,1,0
3363,5149,0,29,0,0,0,8,0,0,5,8,1,7,0,5,1,1,0,0,0,0,0,1
3204,4907,0,31,0,0,2,9,1,1,16,9,1,6,0,16,1,1,0,0,0,0,0,1
2965,4521,1,27,0,2,0,5,0,0,0,5,0,3,-1,0,0,0,0,1,0,0,0,0
2138,3274,0,21,-1,0,0,6,0,0,0,6,0,6,0,0,1,1,0,0,0,0,0,0
3261,4983,0,32,0,2,0,5,2,1,10,5,0,3,-1,10,0,0,0,1,0,0,0,1
5988,9145,0,23,-1,0,0,2,1,2,1,2,-1,4,-1,1,1,1,0,0,0,0,0,1
3598,5496,1,22,-1,0,0,5,0,0,2,5,0,7,0,2,0,1,0,0,0,0,0,0
1542,2365,0,49,1,2,0,3,0,0,1,3,-1,1,-1,1,0,0,0,1,0,0,0,0
1490,2284,0,33,0,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
5967,9109,0,39,0,2,0,6,0,0,8,6,0,4,-1,8,0,0,0,1,0,0,0,0
6035,9210,0,24,-1,1,1,6,0,0,4,6,0,5,0,4,1,0,1,0,0,0,0,1
2537,3864,0,61,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
4554,6960,1,31,0,0,0,1,0,0,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0
509,779,1,35,0,0,0,2,0,0,12,2,-1,1,-1,12,0,1,0,0,0,0,0,0
3760,5740,0,31,0,0,0,7,0,0,9,7,0,3,-1,9,1,1,0,0,0,0,0,1
4997,7607,1,23,-1,0,0,3,0,0,1,3,-1,4,-1,1,0,1,0,0,0,0,0,0
7070,10781,0,47,1,0,0,1,0,0,1,1,-1,2,-1,1,1,1,0,0,0,0,0,0
1815,2751,1,46,1,1,0,1,0,0,2,1,-1,1,-1,2,0,0,1,0,0,0,0,0
327,485,0,24,-1,0,0,9,1,0,2,9,1,9,1,2,1,1,0,0,0,0,0,1
1897,2880,0,50,1,2,0,3,0,0,8,3,-1,2,-1,8,0,0,0,1,0,0,0,0
5865,8941,0,23,-1,2,0,5,0,2,1,5,0,6,0,1,0,0,0,1,0,0,0,1
5888,8974,0,22,-1,0,0,8,0,0,2,8,1,8,1,2,1,1,0,0,0,0,0,0
3596,5494,0,53,1,1,0,1,0,0,1,1,-1,1,-1,1,1,0,1,0,0,0,0,1
986,1516,0,45,1,1,0,3,0,0,20,3,-1,1,-1,20,1,0,1,0,0,0,0,1
6616,10086,1,44,0,2,0,2,0,0,3,2,-1,1,-1,3,0,0,0,1,0,0,0,1
503,765,0,66,1,0,0,6,0,0,33,6,0,2,-1,33,1,1,0,0,0,0,0,1
6403,9776,0,63,1,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
6700,10220,0,24,-1,0,0,3,0,0,1,3,-1,4,-1,1,1,1,0,0,0,0,0,0
6508,9920,1,50,1,2,0,3,0,0,0,3,-1,1,-1,0,0,0,0,1,0,0,0,1
3800,5804,0,24,-1,0,0,8,0,4,8,8,1,8,1,8,1,1,0,0,0,0,0,1
6689,10207,0,35,0,0,0,6,0,0,9,6,0,5,0,9,1,1,0,0,0,0,0,0
1550,2380,1,28,0,1,0,5,0,0,2,5,0,4,-1,2,0,0,1,0,0,0,0,0
2381,3634,0,39,0,2,0,3,0,0,0,3,-1,2,-1,0,0,0,0,1,0,0,0,0
4962,7555,1,64,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
6251,9538,0,20,-1,0,1,3,0,0,1,3,-1,6,0,1,1,1,0,0,0,0,0,1
3730,5695,1,65,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
6536,9966,0,54,1,0,0,5,0,0,12,5,0,2,-1,12,1,1,0,0,0,0,0,1
3756,5735,0,43,0,0,0,1,0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,1
1637,2501,0,22,-1,0,0,2,0,0,0,2,-1,4,-1,0,1,1,0,0,0,0,0,0
5958,9092,0,45,1,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,1
4408,6722,0,34,0,2,0,5,0,1,3,5,0,5,0,3,0,0,0,1,0,0,0,0
4217,6436,0,31,0,1,0,1,0,0,0,1,-1,1,-1,0,1,0,1,0,0,0,0,0
4625,7068,0,43,0,2,0,1,0,0,2,1,-1,1,-1,2,0,0,0,1,0,0,0,0
3535,5404,1,36,0,0,0,5,0,0,2,5,0,3,-1,2,0,1,0,0,0,0,0,0
1240,1895,0,29,0,0,1,10,1,1,4,10,1,9,1,4,1,1,0,0,0,0,0,1
1198,1841,1,37,0,2,0,3,0,0,1,3,-1,2,-1,1,0,0,0,1,0,0,0,0
1762,2676,0,32,0,2,0,4,0,0,2,4,-1,1,-1,2,0,0,0,1,0,0,0,1
5429,8268,0,36,0,2,0,3,0,0,5,3,-1,1,-1,5,0,0,0,1,0,0,0,0
4617,7054,0,51,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
2402,3662,0,28,0,0,0,7,0,0,4,7,0,9,1,4,1,1,0,0,0,0,0,0
1704,2591,0,23,-1,0,0,6,0,0,3,6,0,4,-1,3,1,1,0,0,0,0,0,1
6077,9266,1,29,0,0,0,5,0,0,0,5,0,4,-1,0,0,1,0,0,0,0,0,0
1991,3027,0,46,1,0,0,1,0,0,5,1,-1,1,-1,5,1,1,0,0,0,0,0,1
5670,8644,1,41,0,0,0,1,0,0,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0
4069,6201,1,52,1,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
7124,10876,0,56,1,0,0,2,0,0,0,2,-1,1,-1,0,1,1,0,0,0,0,0,0
292,429,0,21,-1,0,0,9,0,0,0,9,1,7,0,0,1,1,0,0,0,0,0,1
756,1149,0,35,0,1,0,7,0,0,5,7,0,7,0,5,1,0,1,0,0,0,0,0
3982,6077,0,23,-1,2,0,4,0,0,0,4,-1,5,0,0,0,0,0,1,0,0,0,0
1114,1704,1,49,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,1
6089,9280,1,34,0,2,0,4,0,0,4,4,-1,2,-1,4,0,0,0,1,0,0,0,0
737,1122,0,24,-1,0,0,3,0,0,0,3,-1,4,-1,0,1,1,0,0,0,0,0,0
3746,5724,0,57,1,2,0,4,0,0,1,4,-1,3,-1,1,0,0,0,1,0,0,0,0
534,817,0,37,0,5,0,1,0,0,1,1,-1,1,-1,1,0,0,0,0,0,0,1,0
5230,7976,0,37,0,2,0,8,0,0,8,8,1,2,-1,8,0,0,0,1,0,0,0,1
1190,1826,0,47,1,2,0,1,0,0,2,1,-1,1,-1,2,0,0,0,1,0,0,0,0
2822,4315,0,49,1,0,0,4,0,0,6,4,-1,1,-1,6,1,1,0,0,0,0,0,1
6279,9579,0,33,0,0,0,4,0,0,3,4,-1,4,-1,3,1,1,0,0,0,0,0,0
3664,5596,0,25,0,2,0,6,0,0,0,6,0,4,-1,0,0,0,0,1,0,0,0,0
1982,3010,0,58,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
1909,2898,1,31,0,2,0,3,0,0,0,3,-1,2,-1,0,0,0,0,1,0,0,0,0
151,232,1,26,0,2,0,6,0,0,0,6,0,3,-1,0,0,0,0,1,0,0,0,0
5017,7645,0,57,1,0,0,1,0,0,0,1,-1,1,-1,0,1,1,0,0,0,0,0,1
3337,5116,0,28,0,0,0,7,1,0,10,7,0,6,0,10,1,1,0,0,0,0,0,1
5250,8008,0,27,0,0,0,5,0,0,1,5,0,2,-1,1,1,1,0,0,0,0,0,0
7112,10858,0,26,0,0,0,2,0,0,0,2,-1,3,-1,0,1,1,0,0,0,0,0,0
538,823,0,42,0,0,0,7,0,0,14,7,0,6,0,14,1,1,0,0,0,0,0,1
1709,2599,1,45,1,3,0,2,0,0,1,2,-1,1,-1,1,0,0,0,0,1,0,0,0
2878,4402,0,42,0,1,0,1,0,0,0,1,-1,1,-1,0,1,0,1,0,0,0,0,0
2200,3358,0,40,0,0,0,1,0,0,1,1,-1,1,-1,1,1,1,0,0,0,0,0,0
6972,10618,0,32,0,0,0,3,0,0,4,3,-1,4,-1,4,1,1,0,0,0,0,0,1
5026,7655,0,55,1,5,0,1,0,0,4,1,-1,1,-1,4,0,0,0,0,0,0,1,0
4875,7426,0,26,0,0,0,6,1,0,5,6,0,7,0,5,1,1,0,0,0,0,0,0
2207,3370,1,29,0,1,0,2,0,0,1,2,-1,2,-1,1,0,0,1,0,0,0,0,1
3053,4662,1,32,0,2,0,2,0,0,0,2,-1,2,-1,0,0,0,0,1,0,0,0,0
4756,7257,0,24,-1,2,0,3,0,0,1,3,-1,4,-1,1,0,0,0,1,0,0,0,1
684,1039,0,30,0,0,0,9,0,0,15,9,1,4,-1,15,1,1,0,0,0,0,0,1
3594,5491,0,20,-1,2,0,4,0,0,0,4,-1,7,0,0,0,0,0,1,0,0,0,0
6050,9232,0,29,0,2,0,4,0,0,3,4,-1,4,-1,3,0,0,0,1,0,0,0,1
5244,7997,0,51,1,0,1,8,0,0,19,8,1,3,-1,19,1,1,0,0,0,0,0,1
2963,4518,0,24,-1,0,0,3,0,0,5,3,-1,4,-1,5,1,1,0,0,0,0,0,1
5366,8182,0,24,-1,0,0,7,0,0,1,7,0,9,1,1,1,1,0,0,0,0,0,0
5597,8527,1,50,1,2,0,1,0,0,7,1,-1,1,-1,7,0,0,0,1,0,0,0,1
6224,9499,0,34,0,0,0,7,0,0,22,7,0,2,-1,22,1,1,0,0,0,0,0,1
4128,6299,1,20,-1,0,0,5,0,0,0,5,0,7,0,0,0,1,0,0,0,0,0,0
244,359,0,32,0,0,0,9,1,0,14,9,1,8,1,14,1,1,0,0,0,0,0,0
1420,2176,0,42,0,2,0,3,0,0,1,3,-1,2,-1,1,0,0,0,1,0,0,0,1
3050,4659,0,52,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
7005,10669,0,56,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,1
2819,4310,0,21,-1,2,0,5,0,0,1,5,0,6,0,1,0,0,0,1,0,0,0,1
3181,4866,0,30,0,0,0,6,0,0,14,6,0,7,0,14,1,1,0,0,0,0,0,1
4329,6601,0,52,1,0,0,1,0,0,1,1,-1,1,-1,1,1,1,0,0,0,0,0,0
546,838,0,44,0,0,0,3,0,0,1,3,-1,1,-1,1,1,1,0,0,0,0,0,0
6503,9914,0,23,-1,2,0,4,1,0,4,4,-1,4,-1,4,0,0,0,1,0,0,0,1
2210,3376,1,40,0,5,0,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,1,0
364,542,0,23,-1,0,2,10,0,0,3,10,1,10,1,3,1,1,0,0,0,0,0,1
5565,8476,0,52,1,2,0,1,0,0,2,1,-1,1,-1,2,0,0,0,1,0,0,0,0
938,1436,0,22,-1,0,1,7,1,0,6,7,0,5,0,6,1,1,0,0,0,0,0,1
2845,4348,0,24,-1,0,0,6,0,0,0,6,0,4,-1,0,1,1,0,0,0,0,0,1
2791,4260,0,26,0,0,0,5,1,0,5,5,0,4,-1,5,1,1,0,0,0,0,0,0
2879,4403,0,40,0,0,0,7,0,0,6,7,0,4,-1,6,1,1,0,0,0,0,0,0
6727,10260,0,54,1,2,0,9,0,0,11,9,1,6,0,11,0,0,0,1,0,0,0,1
4973,7571,0,31,0,0,0,2,0,0,0,2,-1,2,-1,0,1,1,0,0,0,0,0,0
84,128,0,25,0,0,1,10,6,1,14,10,1,10,1,14,1,1,0,0,0,0,0,1
3006,4592,0,21,-1,0,0,10,0,1,0,10,1,9,1,0,1,1,0,0,0,0,0,1
1324,2040,0,39,0,1,0,4,0,0,3,4,-1,1,-1,3,1,0,1,0,0,0,0,0
1440,2207,0,48,1,0,0,6,0,0,9,6,0,5,0,9,1,1,0,0,0,0,0,1
6606,10071,1,36,0,1,0,3,0,0,1,3,-1,1,-1,1,0,0,1,0,0,0,0,0
969,1486,0,25,0,1,0,3,0,0,0,3,-1,6,0,0,1,0,1,0,0,0,0,0
70,101,0,45,1,1,0,1,0,0,6,1,-1,1,-1,6,1,0,1,0,0,0,0,1
678,1031,1,34,0,2,0,9,0,1,15,9,1,3,-1,15,0,0,0,1,0,0,0,1
3193,4887,0,29,0,2,0,5,0,0,6,5,0,2,-1,6,0,0,0,1,0,0,0,1
4354,6642,0,35,0,2,0,3,0,0,2,3,-1,2,-1,2,0,0,0,1,0,0,0,0
634,967,0,27,0,0,0,9,2,1,18,9,1,6,0,18,1,1,0,0,0,0,0,1
3587,5479,0,22,-1,0,0,9,0,0,3,9,1,9,1,3,1,1,0,0,0,0,0,0
6504,9915,0,39,0,1,0,1,0,0,3,1,-1,1,-1,3,1,0,1,0,0,0,0,0
3226,4938,0,25,0,0,0,4,0,0,1,4,-1,4,-1,1,1,1,0,0,0,0,0,0
3201,4902,0,53,1,1,0,2,0,0,3,2,-1,3,-1,3,1,0,1,0,0,0,0,0
2664,4064,1,33,0,2,0,4,0,0,2,4,-1,2,-1,2,0,0,0,1,0,0,0,0
3280,5019,0,30,0,0,0,9,0,0,8,9,1,9,1,8,1,1,0,0,0,0,0,1
688,1046,0,36,0,0,0,5,0,0,1,5,0,5,0,1,1,1,0,0,0,0,0,0
3464,5297,1,30,0,0,0,8,0,0,15,8,1,4,-1,15,0,1,0,0,0,0,0,1
937,1435,0,25,0,0,0,2,0,0,2,2,-1,3,-1,2,1,1,0,0,0,0,0,1
2370,3618,0,38,0,2,0,8,0,0,10,8,1,2,-1,10,0,0,0,1,0,0,0,1
6257,9545,0,55,1,0,0,4,0,0,5,4,-1,3,-1,5,1,1,0,0,0,0,0,0
3641,5560,0,53,1,1,0,1,0,0,1,1,-1,1,-1,1,1,0,1,0,0,0,0,0
3123,4769,0,40,0,2,0,3,0,0,1,3,-1,1,-1,1,0,0,0,1,0,0,0,0
2695,4116,0,36,0,0,0,2,0,0,1,2,-1,4,-1,1,1,1,0,0,0,0,0,1
2220,3390,0,48,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
724,1099,0,21,-1,2,0,3,0,0,1,3,-1,6,0,1,0,0,0,1,0,0,0,0
2211,3377,1,37,0,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
5293,8072,0,23,-1,0,1,9,0,0,2,9,1,10,1,2,1,1,0,0,0,0,0,1
901,1366,1,42,0,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
1862,2829,0,25,0,1,0,3,0,1,1,3,-1,3,-1,1,1,0,1,0,0,0,0,0
1825,2766,0,28,0,0,0,8,0,0,8,8,1,7,0,8,1,1,0,0,0,0,0,1
5112,7785,0,32,0,0,0,9,3,0,19,9,1,4,-1,19,1,1,0,0,0,0,0,1
3989,6084,0,27,0,0,0,2,0,0,0,2,-1,4,-1,0,1,1,0,0,0,0,0,0
5555,8462,0,31,0,2,0,5,0,0,1,5,0,2,-1,1,0,0,0,1,0,0,0,0
583,889,0,23,-1,2,0,4,0,0,1,4,-1,6,0,1,0,0,0,1,0,0,0,0
274,403,0,66,1,0,0,6,0,0,8,6,0,1,-1,8,1,1,0,0,0,0,0,1
6213,9479,0,52,1,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
2403,3663,0,33,0,0,0,6,0,0,8,6,0,5,0,8,1,1,0,0,0,0,0,0
3460,5290,0,67,1,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0
174,263,0,55,1,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
4253,6491,1,43,0,2,0,1,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,0,1
7117,10865,0,74,1,2,0,1,0,0,2,1,-1,1,-1,2,0,0,0,1,0,0,0,0
3675,5612,0,57,1,0,0,5,0,0,9,5,0,5,0,9,1,1,0,0,0,0,0,0
2901,4435,1,48,1,5,0,1,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,1,0
3599,5497,0,43,0,1,0,1,0,0,0,1,-1,1,-1,0,1,0,1,0,0,0,0,0
3945,6013,0,29,0,2,0,2,0,0,2,2,-1,3,-1,2,0,0,0,1,0,0,0,0
3519,5382,0,30,0,5,0,1,0,0,0,1,-1,2,-1,0,0,0,0,0,0,0,1,0
3043,4648,0,41,0,2,0,1,0,0,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0
7030,10707,0,32,0,2,0,10,0,0,4,10,1,8,1,4,0,0,0,1,0,0,0,1
41,57,0,51,1,0,0,1,0,0,2,1,-1,1,-1,2,1,1,0,0,0,0,0,0
2828,4323,0,23,-1,0,0,3,0,0,1,3,-1,4,-1,1,1,1,0,0,0,0,0,1
903,1368,0,26,0,2,0,4,0,0,4,4,-1,4,-1,4,0,0,0,1,0,0,0,0
3242,4958,0,22,-1,2,0,4,0,0,0,4,-1,5,0,0,0,0,0,1,0,0,0,1
1944,2951,0,25,0,0,0,4,0,0,0,4,-1,4,-1,0,1,1,0,0,0,0,0,0
4877,7429,0,19,-1,2,0,8,0,0,0,8,1,7,0,0,0,0,0,1,0,0,0,1
6178,9417,0,39,0,2,0,6,0,0,2,6,0,3,-1,2,0,0,0,1,0,0,0,1
6427,9804,1,48,1,1,0,1,0,0,4,1,-1,1,-1,4,0,0,1,0,0,0,0,1
6028,9202,1,48,1,2,0,8,0,0,17,8,1,5,0,17,0,0,0,1,0,0,0,0
3737,5703,0,49,1,1,0,1,0,0,0,1,-1,1,-1,0,1,0,1,0,0,0,0,0
7069,10779,0,67,1,2,0,3,0,0,1,3,-1,1,-1,1,0,0,0,1,0,0,0,0
6587,10046,0,23,-1,2,0,6,0,0,0,6,0,5,0,0,0,0,0,1,0,0,0,1
1744,2650,1,40,0,0,0,1,0,0,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0
6861,10452,1,44,0,0,0,1,0,0,0,1,-1,1,-1,0,0,1,0,0,0,0,0,0
229,337,0,54,1,0,0,9,0,0,11,9,1,9,1,11,1,1,0,0,0,0,0,0
5465,8319,0,23,-1,1,0,5,0,0,0,5,0,4,-1,0,1,0,1,0,0,0,0,1
6762,10314,1,26,0,2,0,6,0,0,7,6,0,5,0,7,0,0,0,1,0,0,0,1
6440,9823,0,53,1,0,0,5,0,0,20,5,0,5,0,20,1,1,0,0,0,0,0,0
