age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,y,sensitive,y_charge_mean,charge_id_0,charge_id_1,charge_id_2,charge_id_3,charge_id_4
34,0,3,7,1,0,13,1.0,7,0,2,-1,13,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
55,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,0,3,0.4350420395985896,0,0,0,0,1
24,-1,0,2,0,0,0,1.0,2,-1,3,-1,0,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
37,0,0,5,0,0,5,1.0,5,0,3,-1,5,0,0.0,6,1,0,0.4350420395985896,0,0,0,0,1
34,0,0,1,0,0,1,21.0,1,-1,2,-1,1,0,-21.0,1,0,3,0.4350420395985896,0,0,0,0,1
41,0,0,6,0,0,2,27.0,6,0,5,0,2,1,-26.0,23,1,1,0.4350420395985896,0,0,0,0,1
21,-1,0,6,0,0,1,1.0,6,0,6,0,1,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
22,-1,0,3,0,0,3,1.0,3,-1,4,-1,3,1,-1.0,8,1,0,0.4350420395985896,0,0,0,0,1
24,-1,0,8,0,0,0,0.0,8,1,6,0,0,1,0.0,1,0,0,0.4350420395985896,0,0,0,0,1
23,-1,0,4,0,0,0,1.0,4,-1,5,0,0,0,-1.0,0,1,1,0.4350420395985896,0,0,0,0,1
20,-1,0,4,0,0,0,1.0,4,-1,7,0,0,0,-1.0,3,0,2,0.4350420395985896,0,0,0,0,1
44,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,1,3,0.4350420395985896,0,0,0,0,1
20,-1,0,4,0,0,0,1.0,4,-1,7,0,0,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
20,-1,0,10,0,0,0,1.0,10,1,9,1,0,0,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
29,0,0,7,0,0,9,1.0,7,0,4,-1,9,1,0.0,4,1,0,0.4350420395985896,0,0,0,0,1
21,-1,0,9,0,0,0,1.0,9,1,10,1,0,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
24,-1,0,6,0,0,2,1.0,6,0,4,-1,2,1,-1.0,57,1,1,0.4350420395985896,0,0,0,0,1
24,-1,0,5,0,0,0,1.0,5,0,4,-1,0,1,0.0,0,0,1,0.4350420395985896,0,0,0,0,1
27,0,0,4,0,0,0,0.0,4,-1,3,-1,0,1,0.0,12,0,2,0.4350420395985896,0,0,0,0,1
31,0,0,6,1,0,6,291.0,6,0,8,1,6,0,27.0,48,1,0,0.4350420395985896,0,0,0,0,1
22,-1,0,4,0,0,0,6.0,4,-1,6,0,0,1,-5.0,5,1,0,0.4350420395985896,0,0,0,0,1
54,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,0,0,2,0.4350420395985896,0,0,0,0,1
35,0,0,6,0,0,7,1.0,6,0,2,-1,7,1,-1.0,1,1,1,0.4350420395985896,0,0,0,0,1
53,1,0,5,0,0,0,1.0,5,0,1,-1,0,1,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
49,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,-1,0,3,0.4350420395985896,0,0,0,0,1
21,-1,0,6,0,0,0,1.0,6,0,9,1,0,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
23,-1,0,6,0,0,0,3.0,6,0,5,0,0,1,-3.0,1,1,2,0.4350420395985896,0,0,0,0,1
57,1,0,1,0,0,0,2.0,1,-1,1,-1,0,1,-2.0,-1,0,2,0.4350420395985896,0,0,0,0,1
31,0,0,2,1,0,5,0.0,2,-1,2,-1,5,0,0.0,1,0,6,0.4350420395985896,0,0,0,0,1
53,1,0,5,0,0,13,1.0,5,0,3,-1,13,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
43,0,0,7,0,0,6,1.0,7,0,3,-1,6,1,0.0,0,0,1,0.4350420395985896,0,0,0,0,1
34,0,0,1,0,0,0,3.0,1,-1,2,-1,0,1,-3.0,1,0,0,0.4350420395985896,0,0,0,0,1
27,0,0,5,0,0,2,1.0,5,0,2,-1,2,1,0.0,0,1,3,0.4350420395985896,0,0,0,0,1
22,-1,0,4,0,1,0,1.0,4,-1,5,0,0,1,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
36,0,0,3,0,0,1,0.0,3,-1,1,-1,1,0,0.0,1,0,5,0.4350420395985896,0,0,0,0,1
33,0,0,1,0,0,0,2.0,1,-1,1,-1,0,0,-2.0,0,0,2,0.4350420395985896,0,0,0,0,1
46,1,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
28,0,0,2,0,0,1,1.0,2,-1,2,-1,1,1,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
28,0,1,5,0,0,5,1.0,5,0,5,0,5,1,-1.0,170,1,0,0.4350420395985896,0,0,0,0,1
24,-1,0,4,0,0,0,1.0,4,-1,4,-1,0,1,-1.0,1,0,7,0.4350420395985896,0,0,0,0,1
25,0,0,3,0,0,3,1.0,3,-1,4,-1,3,1,-1.0,5,1,0,0.4350420395985896,0,0,0,0,1
39,0,0,5,0,0,1,121.0,5,0,5,0,1,1,7.0,62,0,1,0.4350420395985896,0,0,0,0,1
55,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,4,0.4350420395985896,0,0,0,0,1
22,-1,0,9,0,0,2,1.0,9,1,10,1,2,1,0.0,6,1,0,0.4350420395985896,0,0,0,0,1
29,0,0,2,0,0,2,1.0,2,-1,2,-1,2,0,0.0,-1,1,7,0.4350420395985896,0,0,0,0,1
25,0,0,9,0,0,7,1.0,9,1,9,1,7,1,0.0,0,1,0,0.4350420395985896,0,0,0,0,1
20,-1,0,6,0,0,0,1.0,6,0,6,0,0,0,-1.0,0,1,3,0.4350420395985896,0,0,0,0,1
56,1,0,7,0,0,5,1.0,7,0,3,-1,5,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
21,-1,0,9,0,0,1,1.0,9,1,10,1,1,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
31,0,0,1,0,0,2,1.0,1,-1,2,-1,2,0,0.0,33,1,2,0.4350420395985896,0,0,0,0,1
25,0,0,7,0,0,6,1.0,7,0,8,1,6,0,-1.0,39,1,4,0.4350420395985896,0,0,0,0,1
34,0,0,3,0,0,2,1.0,3,-1,2,-1,2,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
32,0,0,7,0,0,0,1.0,7,0,4,-1,0,1,-1.0,24,0,0,0.4350420395985896,0,0,0,0,1
31,0,0,3,0,0,1,1.0,3,-1,1,-1,1,1,0.0,33,1,1,0.4350420395985896,0,0,0,0,1
44,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,5,0.4350420395985896,0,0,0,0,1
31,0,0,7,0,0,11,1.0,7,0,7,0,11,0,0.0,1,1,0,0.4350420395985896,0,0,0,0,1
27,0,0,9,1,0,10,1.0,9,1,8,1,10,1,-1.0,14,1,1,0.4350420395985896,0,0,0,0,1
28,0,0,2,0,0,5,0.0,2,-1,2,-1,5,1,-1.0,3,1,0,0.4350420395985896,0,0,0,0,1
49,1,0,1,0,0,1,26.0,1,-1,1,-1,1,0,-26.0,0,0,2,0.4350420395985896,0,0,0,0,1
44,0,0,7,0,0,0,1.0,7,0,2,-1,0,1,-1.0,21,1,2,0.4350420395985896,0,0,0,0,1
57,1,0,1,0,0,2,4620.0,1,-1,1,-1,2,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
36,0,0,9,0,0,1,1.0,9,1,3,-1,1,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
30,0,0,8,0,0,1,1.0,8,1,6,0,1,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
31,0,0,4,0,0,3,1.0,4,-1,3,-1,3,0,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
21,-1,0,5,0,0,1,1.0,5,0,6,0,1,0,-1.0,15,0,0,0.4350420395985896,0,0,0,0,1
23,-1,1,8,0,0,5,1.0,8,1,6,0,5,1,24.0,1,1,0,0.4350420395985896,0,0,0,0,1
27,0,0,1,0,0,0,1.0,1,-1,2,-1,0,0,-1.0,0,0,6,0.4350420395985896,0,0,0,0,1
49,1,0,10,0,0,25,1.0,10,1,5,0,25,1,-1.0,9,1,1,0.4350420395985896,0,0,0,0,1
35,0,0,5,0,0,2,1.0,5,0,3,-1,2,1,-1.0,0,0,6,0.4350420395985896,0,0,0,0,1
25,0,0,8,0,0,1,1.0,8,1,3,-1,1,0,-1.0,1,1,1,0.4350420395985896,0,0,0,0,1
32,0,1,7,0,0,2,353.0,7,0,6,0,2,0,15.0,0,1,4,0.4350420395985896,0,0,0,0,1
35,0,0,6,0,0,9,1.0,6,0,5,0,9,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
23,-1,0,4,0,0,0,1.0,4,-1,5,0,0,0,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
23,-1,1,10,1,2,4,1.0,10,1,10,1,4,1,-1.0,31,0,0,0.4350420395985896,0,0,0,0,1
22,-1,0,4,0,0,0,1.0,4,-1,7,0,0,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
34,0,0,2,0,0,0,2.0,2,-1,1,-1,0,1,-2.0,2,0,6,0.4350420395985896,0,0,0,0,1
31,0,0,2,0,0,2,1.0,2,-1,2,-1,2,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
59,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
23,-1,0,5,0,1,1,1.0,5,0,5,0,1,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
27,0,0,1,0,0,3,1.0,1,-1,2,-1,3,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
21,-1,0,9,0,0,0,1.0,9,1,9,1,0,1,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
36,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
30,0,0,6,0,1,10,9.0,6,0,2,-1,10,1,-8.0,7,1,0,0.4350420395985896,0,0,0,0,1
29,0,0,3,0,0,0,3.0,3,-1,2,-1,0,0,-3.0,0,0,5,0.4350420395985896,0,0,0,0,1
26,0,0,2,0,0,0,1.0,2,-1,3,-1,0,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
24,-1,0,4,0,0,0,1.0,4,-1,5,0,0,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
28,0,0,4,0,0,4,1.0,4,-1,3,-1,4,1,-1.0,190,0,2,0.4350420395985896,0,0,0,0,1
33,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,-1.0,0,0,7,0.4350420395985896,0,0,0,0,1
54,1,0,3,0,0,3,1.0,3,-1,2,-1,3,1,-1.0,8,1,2,0.4350420395985896,0,0,0,0,1
57,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
30,0,0,2,0,0,2,1.0,2,-1,2,-1,2,1,-1.0,16,0,0,0.4350420395985896,0,0,0,0,1
27,0,0,1,0,0,0,1.0,1,-1,2,-1,0,0,-1.0,1,0,6,0.4350420395985896,0,0,0,0,1
31,0,0,8,0,0,4,0.0,8,1,5,0,4,1,0.0,0,0,1,0.4350420395985896,0,0,0,0,1
29,0,0,2,0,0,0,2.0,2,-1,2,-1,0,0,-2.0,1,1,5,0.4350420395985896,0,0,0,0,1
22,-1,0,4,0,0,0,1.0,4,-1,6,0,0,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
35,0,0,8,0,0,0,1.0,8,1,7,0,0,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
29,0,0,1,0,0,2,2.0,1,-1,2,-1,2,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
27,0,0,10,0,0,2,1.0,10,1,5,0,2,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
63,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,3,0.4350420395985896,0,0,0,0,1
34,0,0,2,0,0,3,1.0,2,-1,2,-1,3,0,-1.0,0,0,6,0.4350420395985896,0,0,0,0,1
21,-1,0,8,0,0,0,1.0,8,1,8,1,0,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
23,-1,0,3,0,0,1,1.0,3,-1,4,-1,1,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
40,0,0,3,0,0,1,1.0,3,-1,1,-1,1,1,-1.0,75,0,0,0.4350420395985896,0,0,0,0,1
30,0,0,5,0,0,3,1.0,5,0,5,0,3,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
41,0,0,5,0,0,1,1.0,5,0,2,-1,1,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
22,-1,0,7,0,0,0,1.0,7,0,8,1,0,1,-1.0,10,1,4,0.4350420395985896,0,0,0,0,1
31,0,2,6,0,0,6,1.0,6,0,6,0,6,1,-1.0,25,0,0,0.4350420395985896,0,0,0,0,1
50,1,0,5,0,0,7,0.0,5,0,4,-1,7,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
31,0,0,2,0,0,3,1.0,2,-1,2,-1,3,0,-1.0,0,1,1,0.4350420395985896,0,0,0,0,1
44,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
56,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,6,0.4350420395985896,0,0,0,0,1
24,-1,0,4,0,0,1,0.0,4,-1,5,0,1,0,0.0,0,1,1,0.4350420395985896,0,0,0,0,1
23,-1,0,5,0,0,0,1.0,5,0,6,0,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
53,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,6,0.4350420395985896,0,0,0,0,1
67,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,42,0,2,0.4350420395985896,0,0,0,0,1
38,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,4,0.4350420395985896,0,0,0,0,1
40,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1,0,6,0.4350420395985896,0,0,0,0,1
45,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,2,0,7,0.4350420395985896,0,0,0,0,1
29,0,1,8,0,0,3,1.0,8,1,8,1,3,0,-1.0,60,1,0,0.4350420395985896,0,0,0,0,1
32,0,0,2,0,0,0,0.0,2,-1,3,-1,0,0,0.0,0,0,4,0.4350420395985896,0,0,0,0,1
39,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,0,7,0.4350420395985896,0,0,0,0,1
29,0,0,2,0,0,0,0.0,2,-1,2,-1,0,1,0.0,1,0,0,0.4350420395985896,0,0,0,0,1
46,1,0,1,0,0,4,7.0,1,-1,1,-1,4,1,-8.0,8,0,0,0.4350420395985896,0,0,0,0,1
31,0,0,8,0,0,9,1.0,8,1,8,1,9,0,-1.0,27,1,0,0.4350420395985896,0,0,0,0,1
24,-1,0,2,0,0,1,13.0,2,-1,4,-1,1,0,-13.0,0,0,0,0.4350420395985896,0,0,0,0,1
28,0,0,1,0,0,1,0.0,1,-1,2,-1,1,1,0.0,0,1,0,0.4350420395985896,0,0,0,0,1
25,0,0,4,0,0,0,1.0,4,-1,5,0,0,0,-1.0,1,1,1,0.4350420395985896,0,0,0,0,1
24,-1,0,6,0,0,0,1.0,6,0,5,0,0,0,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
29,0,0,6,0,0,5,1.0,6,0,5,0,5,1,-1.0,258,0,6,0.4350420395985896,0,0,0,0,1
28,0,0,8,0,0,3,1.0,8,1,8,1,3,1,-1.0,165,1,4,0.4350420395985896,0,0,0,0,1
36,0,0,2,0,0,1,2.0,2,-1,1,-1,1,1,-2.0,0,0,2,0.4350420395985896,0,0,0,0,1
29,0,0,1,0,0,0,1.0,1,-1,2,-1,0,1,0.0,13,0,2,0.4350420395985896,0,0,0,0,1
20,-1,0,10,0,0,1,1.0,10,1,9,1,1,1,-1.0,35,1,6,0.4350420395985896,0,0,0,0,1
26,0,0,3,0,0,0,1.0,3,-1,3,-1,0,1,-1.0,0,0,3,0.4350420395985896,0,0,0,0,1
46,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,0,3,0.4350420395985896,0,0,0,0,1
41,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
27,0,0,7,0,0,7,1.0,7,0,9,1,7,0,-1.0,27,1,0,0.4350420395985896,0,0,0,0,1
38,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,7,0.4350420395985896,0,0,0,0,1
22,-1,0,7,0,0,1,1.0,7,0,6,0,1,0,-1.0,24,0,2,0.4350420395985896,0,0,0,0,1
26,0,0,6,1,0,3,1.0,6,0,5,0,3,0,-1.0,2,1,0,0.4350420395985896,0,0,0,0,1
30,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
34,0,0,5,0,0,1,1.0,5,0,4,-1,1,1,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
23,-1,0,7,0,7,3,1.0,7,0,9,1,3,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
47,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,3,0.4350420395985896,0,0,0,0,1
55,1,0,1,0,0,2,1.0,1,-1,1,-1,2,0,-1.0,13,0,2,0.4350420395985896,0,0,0,0,1
30,0,0,3,0,0,0,1.0,3,-1,2,-1,0,0,-1.0,1,0,4,0.4350420395985896,0,0,0,0,1
45,1,0,8,0,0,38,1.0,8,1,8,1,38,1,-1.0,121,1,0,0.4350420395985896,0,0,0,0,1
30,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,4,0.4350420395985896,0,0,0,0,1
61,1,0,6,0,0,15,10.0,6,0,2,-1,15,1,-10.0,0,0,3,0.4350420395985896,0,0,0,0,1
49,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
49,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,0.0,-1,0,0,0.4350420395985896,0,0,0,0,1
24,-1,0,7,0,0,1,1.0,7,0,5,0,1,0,-1.0,24,0,0,0.4350420395985896,0,0,0,0,1
32,0,0,5,0,0,6,1.0,5,0,2,-1,6,0,-1.0,9,1,4,0.4350420395985896,0,0,0,0,1
26,0,0,3,0,1,2,1.0,3,-1,3,-1,2,1,-1.0,19,1,2,0.4350420395985896,0,0,0,0,1
27,0,0,2,0,0,2,1.0,2,-1,3,-1,2,0,-1.0,1,1,6,0.4350420395985896,0,0,0,0,1
34,0,0,6,0,0,17,0.0,6,0,8,1,17,1,-1.0,39,1,4,0.4350420395985896,0,0,0,0,1
21,-1,0,10,0,0,0,1.0,10,1,9,1,0,1,0.0,77,0,1,0.4350420395985896,0,0,0,0,1
27,0,0,4,0,1,2,0.0,4,-1,3,-1,2,0,0.0,1,1,2,0.4350420395985896,0,0,0,0,1
21,-1,0,3,0,0,0,2.0,3,-1,5,0,0,1,-2.0,13,0,0,0.4350420395985896,0,0,0,0,1
45,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,1,0,5,0.4350420395985896,0,0,0,0,1
30,0,2,6,0,0,8,1.0,6,0,4,-1,8,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
43,0,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,0,1,4,0.4350420395985896,0,0,0,0,1
51,1,0,2,0,0,3,1.0,2,-1,2,-1,3,0,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
30,0,0,2,0,0,1,4.0,2,-1,2,-1,1,0,-4.0,1,1,2,0.4350420395985896,0,0,0,0,1
29,0,0,4,0,0,5,9.0,4,-1,5,0,5,1,-9.0,8,1,1,0.4350420395985896,0,0,0,0,1
44,0,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,0,0,1,0.4350420395985896,0,0,0,0,1
34,0,0,6,0,0,12,1.0,6,0,2,-1,12,1,0.0,1,1,0,0.4350420395985896,0,0,0,0,1
28,0,1,7,2,0,5,1.0,7,0,8,1,5,1,-1.0,2,1,0,0.4350420395985896,0,0,0,0,1
28,0,0,7,0,0,9,1.0,7,0,5,0,9,1,-1.0,43,1,0,0.4350420395985896,0,0,0,0,1
34,0,0,3,0,0,0,3.0,3,-1,1,-1,0,1,-2.0,1,0,3,0.4350420395985896,0,0,0,0,1
45,1,0,1,0,0,2,0.0,1,-1,1,-1,2,0,0.0,0,0,2,0.4350420395985896,0,0,0,0,1
33,0,0,7,0,0,5,1.0,7,0,4,-1,5,1,-1.0,2,1,7,0.4350420395985896,0,0,0,0,1
36,0,0,2,0,0,5,2.0,2,-1,1,-1,5,1,-2.0,0,0,4,0.4350420395985896,0,0,0,0,1
42,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,0.0,51,1,4,0.4350420395985896,0,0,0,0,1
21,-1,0,5,0,0,0,1.0,5,0,8,1,0,0,-1.0,3,0,0,0.4350420395985896,0,0,0,0,1
29,0,0,1,0,0,2,1.0,1,-1,2,-1,2,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
29,0,0,3,0,0,1,1.0,3,-1,2,-1,1,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
25,0,0,6,1,2,14,1.0,6,0,4,-1,14,1,-1.0,0,0,5,0.4350420395985896,0,0,0,0,1
62,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,6,0.4350420395985896,0,0,0,0,1
23,-1,0,7,0,0,2,1.0,7,0,5,0,2,0,-1.0,1,1,1,0.4350420395985896,0,0,0,0,1
22,-1,0,4,0,0,1,1.0,4,-1,5,0,1,1,-1.0,1,1,6,0.4350420395985896,0,0,0,0,1
65,1,0,1,0,0,1,11.0,1,-1,1,-1,1,1,-11.0,1,0,3,0.4350420395985896,0,0,0,0,1
31,0,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,0,0,2,0.4350420395985896,0,0,0,0,1
21,-1,0,9,0,0,0,1.0,9,1,10,1,0,1,-1.0,5,0,0,0.4350420395985896,0,0,0,0,1
33,0,0,2,0,0,1,1.0,2,-1,5,0,1,1,-1.0,20,0,2,0.4350420395985896,0,0,0,0,1
27,0,0,10,0,0,15,1.0,10,1,5,0,15,1,-1.0,48,1,0,0.4350420395985896,0,0,0,0,1
21,-1,0,9,0,0,0,1.0,9,1,8,1,0,1,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
36,0,0,9,0,0,2,1.0,9,1,8,1,2,0,-1.0,46,1,0,0.4350420395985896,0,0,0,0,1
67,1,0,1,0,0,0,3.0,1,-1,1,-1,0,0,-3.0,0,0,3,0.4350420395985896,0,0,0,0,1
39,0,0,4,0,0,3,0.0,4,-1,3,-1,3,1,-1.0,34,1,0,0.4350420395985896,0,0,0,0,1
25,0,0,3,0,0,1,1.0,3,-1,4,-1,1,1,-1.0,4,0,1,0.4350420395985896,0,0,0,0,1
37,0,0,4,0,0,4,1.0,4,-1,4,-1,4,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
42,0,0,8,0,0,8,0.0,8,1,6,0,8,1,0.0,1,1,1,0.4350420395985896,0,0,0,0,1
31,0,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,1,1,3,0.4350420395985896,0,0,0,0,1
67,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
26,0,0,6,0,0,1,1.0,6,0,5,0,1,0,-1.0,1,0,3,0.4350420395985896,0,0,0,0,1
55,1,0,5,0,0,3,142.0,5,0,3,-1,3,0,-1.0,69,1,0,0.4350420395985896,0,0,0,0,1
28,0,0,8,0,0,13,1.0,8,1,3,-1,13,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
22,-1,0,7,0,0,0,1.0,7,0,6,0,0,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
32,0,0,4,0,0,5,1.0,4,-1,4,-1,5,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
27,0,0,6,0,0,4,1.0,6,0,6,0,4,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
41,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
24,-1,0,10,3,0,12,1.0,10,1,9,1,12,0,-1.0,17,0,0,0.4350420395985896,0,0,0,0,1
29,0,0,3,0,0,3,0.0,3,-1,2,-1,3,1,0.0,0,0,3,0.4350420395985896,0,0,0,0,1
31,0,0,4,0,0,6,1.0,4,-1,3,-1,6,1,-1.0,3,0,2,0.4350420395985896,0,0,0,0,1
40,0,0,4,0,0,8,1.0,4,-1,5,0,8,0,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
21,-1,0,4,1,0,1,1.0,4,-1,7,0,1,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
25,0,0,5,0,0,1,1.0,5,0,6,0,1,1,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
21,-1,0,5,0,0,5,1.0,5,0,6,0,5,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
29,0,0,5,0,0,1,1.0,5,0,4,-1,1,1,-1.0,3,1,0,0.4350420395985896,0,0,0,0,1
40,0,0,5,0,0,4,1.0,5,0,4,-1,4,1,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
32,0,0,2,0,0,1,3.0,2,-1,1,-1,1,1,-3.0,0,0,5,0.4350420395985896,0,0,0,0,1
39,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
22,-1,0,3,0,1,3,1.0,3,-1,5,0,3,1,-1.0,2,0,6,0.4350420395985896,0,0,0,0,1
30,0,0,5,0,0,0,1.0,5,0,2,-1,0,0,-1.0,0,1,1,0.4350420395985896,0,0,0,0,1
25,0,0,9,0,0,0,1.0,9,1,6,0,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
21,-1,0,5,0,0,0,1.0,5,0,6,0,0,0,-1.0,2,1,3,0.4350420395985896,0,0,0,0,1
25,0,0,2,0,0,0,1.0,2,-1,4,-1,0,0,-1.0,21,1,2,0.4350420395985896,0,0,0,0,1
45,1,0,1,0,0,4,2.0,1,-1,1,-1,4,0,-1.0,4,1,2,0.4350420395985896,0,0,0,0,1
32,0,0,3,0,0,4,0.0,3,-1,4,-1,4,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
22,-1,0,10,0,0,0,1.0,10,1,6,0,0,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
59,1,0,3,0,0,20,1.0,3,-1,1,-1,20,1,-1.0,198,1,6,0.4350420395985896,0,0,0,0,1
46,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
30,0,0,2,0,0,1,1.0,2,-1,2,-1,1,0,-1.0,0,1,6,0.4350420395985896,0,0,0,0,1
21,-1,0,7,0,0,0,1.0,7,0,7,0,0,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
