id,sex,race,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,y,sensitive,y_charge_mean,charge_id_0,charge_id_1,charge_id_2,charge_id_3,charge_id_4
3003,0,0,41,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,3,0,0,0.4350420395985896,0,0,0,0,1
3004,0,0,21,-1,0,7,0,0,0,1.0,7,0,7,0,0,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
3005,0,5,26,0,0,2,0,0,0,1.0,2,-1,3,-1,0,0,-1.0,1,0,6,0.4350420395985896,0,0,0,0,1
3006,0,2,46,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
3007,0,5,33,0,0,8,1,0,7,1.0,8,1,3,-1,7,1,-1.0,116,1,6,0.4350420395985896,0,0,0,0,1
3008,0,0,36,0,0,4,0,0,2,0.0,4,-1,1,-1,2,1,-1.0,47,1,0,0.4350420395985896,0,0,0,0,1
3009,0,4,20,-1,0,9,1,0,1,5.0,9,1,9,1,1,1,-5.0,5,1,6,0.4350420395985896,0,0,0,0,1
3010,0,2,32,0,0,3,0,0,0,1.0,3,-1,3,-1,0,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
3011,0,0,38,0,0,4,0,0,17,1.0,4,-1,1,-1,17,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
3012,0,3,64,1,0,1,0,0,1,2.0,1,-1,1,-1,1,0,-2.0,0,0,4,0.4350420395985896,0,0,0,0,1
3013,0,0,22,-1,0,5,0,0,1,1.0,5,0,5,0,1,1,-1.0,5,1,0,0.4350420395985896,0,0,0,0,1
3014,1,0,27,0,0,6,0,0,1,1.0,6,0,4,-1,1,0,-1.0,16,1,1,0.4350420395985896,0,0,0,0,1
3015,0,0,22,-1,0,8,0,0,2,1.0,8,1,8,1,2,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
3016,1,2,43,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,0,0,3,0.4350420395985896,0,0,0,0,1
3017,1,2,55,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,0,3,0.4350420395985896,0,0,0,0,1
3018,0,0,20,-1,0,2,0,2,1,1.0,2,-1,6,0,1,1,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
3019,0,2,33,0,0,9,0,0,9,1.0,9,1,5,0,9,1,-1.0,49,1,2,0.4350420395985896,0,0,0,0,1
3020,0,0,22,-1,0,6,0,0,1,1.0,6,0,8,1,1,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
3021,0,0,55,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,9,0,0,0.4350420395985896,0,0,0,0,1
3022,1,2,43,0,0,1,0,0,0,2.0,1,-1,1,-1,0,1,-2.0,1,1,3,0.4350420395985896,0,0,0,0,1
3023,0,0,23,-1,0,2,0,0,0,1.0,2,-1,4,-1,0,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
3024,1,2,28,0,0,5,0,0,1,2.0,5,0,2,-1,1,0,-2.0,0,0,3,0.4350420395985896,0,0,0,0,1
3025,0,2,79,1,0,1,0,0,1,22.0,1,-1,1,-1,1,0,-22.0,1,0,2,0.4350420395985896,0,0,0,0,1
3026,0,3,20,-1,0,8,2,1,2,1.0,8,1,8,1,2,1,-1.0,31,1,4,0.4350420395985896,0,0,0,0,1
3027,0,0,31,0,1,8,0,0,5,1.0,8,1,3,-1,5,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
3028,0,2,56,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,3,0,2,0.4350420395985896,0,0,0,0,1
3029,0,0,43,0,0,1,0,0,2,1.0,1,-1,1,-1,2,0,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
3030,0,3,20,-1,0,3,0,2,0,1.0,3,-1,5,0,0,1,-1.0,0,0,4,0.4350420395985896,0,0,0,0,1
3031,0,0,41,0,0,6,0,0,0,4.0,6,0,2,-1,0,0,-4.0,3,0,0,0.4350420395985896,0,0,0,0,1
3032,0,5,24,-1,0,3,0,0,1,1.0,3,-1,3,-1,1,1,-1.0,1,0,6,0.4350420395985896,0,0,0,0,1
3033,1,0,33,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
3034,0,0,22,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,1,-1.0,9,0,0,0.4350420395985896,0,0,0,0,1
3035,0,0,34,0,0,1,0,0,3,1.0,1,-1,1,-1,3,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
3036,0,2,32,0,0,5,0,0,5,1.0,5,0,4,-1,5,1,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
3037,0,2,46,1,0,5,0,0,0,1.0,5,0,2,-1,0,1,-1.0,78,0,2,0.4350420395985896,0,0,0,0,1
3038,0,2,34,0,0,5,0,0,1,15.0,5,0,3,-1,1,0,-14.0,1,0,2,0.4350420395985896,0,0,0,0,1
3039,1,3,32,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,10,0,5,0.4350420395985896,0,0,0,0,1
3040,0,0,25,0,0,7,0,1,6,1.0,7,0,7,0,6,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
3041,1,3,21,-1,0,4,0,1,0,1.0,4,-1,6,0,0,0,-1.0,1,1,5,0.4350420395985896,0,0,0,0,1
3042,0,0,63,1,0,6,0,0,9,1.0,6,0,1,-1,9,1,0.0,1,1,0,0.4350420395985896,0,0,0,0,1
3043,0,2,24,-1,0,4,0,0,8,1.0,4,-1,5,0,8,1,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
3044,1,2,40,0,0,5,0,0,0,1.0,5,0,2,-1,0,0,-1.0,2,0,3,0.4350420395985896,0,0,0,0,1
3045,0,0,30,0,0,8,0,0,7,0.0,8,1,4,-1,7,1,0.0,0,1,0,0.4350420395985896,0,0,0,0,1
3046,0,2,50,1,0,7,0,0,5,8.0,7,0,1,-1,5,1,-8.0,5,0,2,0.4350420395985896,0,0,0,0,1
3047,0,0,37,0,0,7,0,0,4,1.0,7,0,7,0,4,0,-1.0,75,1,0,0.4350420395985896,0,0,0,0,1
3048,1,3,35,0,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,1,0,5,0.4350420395985896,0,0,0,0,1
3049,1,0,31,0,0,2,0,0,1,1.0,2,-1,1,-1,1,0,-1.0,1,1,1,0.4350420395985896,0,0,0,0,1
3050,0,2,23,-1,0,7,0,1,10,0.0,7,0,6,0,10,1,-1.0,70,0,2,0.4350420395985896,0,0,0,0,1
3051,0,3,22,-1,0,4,0,0,0,1.0,4,-1,5,0,0,1,-1.0,32,1,4,0.4350420395985896,0,0,0,0,1
3052,0,2,37,0,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,4,1,2,0.4350420395985896,0,0,0,0,1
3053,0,5,20,-1,0,4,0,0,0,2.0,4,-1,7,0,0,1,-2.0,0,0,6,0.4350420395985896,0,0,0,0,1
3054,0,2,45,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,5,1,2,0.4350420395985896,0,0,0,0,1
3055,0,0,22,-1,0,8,0,0,1,1.0,8,1,7,0,1,1,-1.0,36,0,0,0.4350420395985896,0,0,0,0,1
3056,0,0,25,0,0,5,0,0,5,1.0,5,0,7,0,5,1,-1.0,36,0,0,0.4350420395985896,0,0,0,0,1
3057,0,0,20,-1,0,4,0,0,1,1.0,4,-1,7,0,1,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
3058,0,2,31,0,0,7,0,0,11,1.0,7,0,2,-1,11,1,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
3059,0,3,50,1,0,1,0,0,2,0.0,1,-1,1,-1,2,0,0.0,0,0,4,0.4350420395985896,0,0,0,0,1
3060,0,0,26,0,0,7,1,1,11,1.0,7,0,4,-1,11,1,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
3061,0,0,20,-1,1,6,0,0,1,20.0,6,0,8,1,1,1,-20.0,2,0,0,0.4350420395985896,0,0,0,0,1
3062,0,2,51,1,0,2,0,0,1,1.0,2,-1,1,-1,1,0,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
3063,0,0,30,0,0,2,0,0,2,1.0,2,-1,2,-1,2,0,-1.0,18,0,0,0.4350420395985896,0,0,0,0,1
3064,0,5,39,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,3,0,6,0.4350420395985896,0,0,0,0,1
3065,0,0,26,0,0,6,0,0,2,1.0,6,0,4,-1,2,1,-1.0,33,0,0,0.4350420395985896,0,0,0,0,1
3066,0,5,20,-1,0,5,0,0,0,1.0,5,0,6,0,0,0,-1.0,0,0,6,0.4350420395985896,0,0,0,0,1
3067,0,0,26,0,0,4,0,0,5,1.0,4,-1,3,-1,5,1,-1.0,2,0,0,0.4350420395985896,0,0,0,0,1
3068,0,2,20,-1,0,2,0,2,0,1.0,2,-1,6,0,0,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
3069,0,0,28,0,0,3,0,0,0,0.0,3,-1,3,-1,0,1,0.0,15,1,0,0.4350420395985896,0,0,0,0,1
3070,0,2,30,0,0,3,0,0,0,1.0,3,-1,2,-1,0,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
3071,0,2,20,-1,1,7,0,0,1,77.0,7,0,9,1,1,1,13.0,40,1,2,0.4350420395985896,0,0,0,0,1
3072,0,2,24,-1,0,6,0,0,5,504.0,6,0,4,-1,5,1,16.0,18,1,2,0.4350420395985896,0,0,0,0,1
3073,1,5,27,0,0,3,0,0,0,1.0,3,-1,3,-1,0,1,-1.0,2,1,7,0.4350420395985896,0,0,0,0,1
3074,0,2,50,1,0,2,0,0,2,1.0,2,-1,1,-1,2,1,-1.0,9,1,2,0.4350420395985896,0,0,0,0,1
3075,0,0,25,0,0,9,0,0,5,1.0,9,1,9,1,5,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
3076,0,0,26,0,0,9,0,0,0,1.0,9,1,10,1,0,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
3077,0,2,52,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
3078,0,3,37,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,4,0.4350420395985896,0,0,0,0,1
3079,0,2,30,0,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
3080,1,2,30,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,0,0,3,0.4350420395985896,0,0,0,0,1
3081,0,3,21,-1,1,10,0,0,4,1.0,10,1,10,1,4,1,-1.0,0,1,4,0.4350420395985896,0,0,0,0,1
3082,1,0,34,0,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
3083,0,0,25,0,0,2,0,0,1,0.0,2,-1,3,-1,1,0,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
3084,0,0,25,0,0,4,0,0,2,1.0,4,-1,3,-1,2,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
3085,0,0,23,-1,0,4,0,0,0,1.0,4,-1,5,0,0,1,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
3086,0,2,21,-1,0,4,0,0,0,1.0,4,-1,6,0,0,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
3087,0,2,66,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
3088,0,2,39,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
3089,0,0,33,0,0,8,0,1,9,1.0,8,1,4,-1,9,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
3090,0,2,29,0,0,1,0,0,2,1.0,1,-1,3,-1,2,1,-1.0,0,1,2,0.4350420395985896,0,0,0,0,1
3091,0,2,31,0,0,2,0,0,1,1.0,2,-1,2,-1,1,1,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
3092,0,0,22,-1,0,8,0,0,0,1.0,8,1,6,0,0,0,-1.0,53,0,0,0.4350420395985896,0,0,0,0,1
3093,1,2,22,-1,0,5,0,0,0,1.0,5,0,5,0,0,0,-1.0,0,0,3,0.4350420395985896,0,0,0,0,1
3094,0,2,29,0,0,4,0,0,3,1.0,4,-1,4,-1,3,1,-1.0,1,1,2,0.4350420395985896,0,0,0,0,1
3095,0,0,23,-1,0,4,0,0,1,1.0,4,-1,5,0,1,1,-1.0,3,1,0,0.4350420395985896,0,0,0,0,1
3096,0,0,27,0,1,5,0,0,1,1.0,5,0,4,-1,1,1,0.0,0,1,0,0.4350420395985896,0,0,0,0,1
3097,0,2,43,0,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
3098,0,0,26,0,0,3,0,0,2,0.0,3,-1,3,-1,2,0,0.0,-1,0,0,0.4350420395985896,0,0,0,0,1
3099,1,2,55,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,3,0.4350420395985896,0,0,0,0,1
3100,0,0,35,0,0,6,0,0,1,1.0,6,0,2,-1,1,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
3101,0,0,61,1,0,7,0,0,25,1.0,7,0,4,-1,25,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
3102,0,5,33,0,0,1,0,0,0,1.0,1,-1,2,-1,0,0,-1.0,10,0,6,0.4350420395985896,0,0,0,0,1
3103,0,2,40,0,0,7,0,0,4,1.0,7,0,7,0,4,1,0.0,1,0,2,0.4350420395985896,0,0,0,0,1
3104,0,2,32,0,0,9,1,0,15,1.0,9,1,9,1,15,1,0.0,90,1,2,0.4350420395985896,0,0,0,0,1
3105,0,2,45,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
3106,0,2,30,0,0,9,0,0,0,1.0,9,1,3,-1,0,1,-1.0,37,1,2,0.4350420395985896,0,0,0,0,1
3107,1,2,57,1,0,2,0,0,4,1.0,2,-1,1,-1,4,1,-1.0,257,0,3,0.4350420395985896,0,0,0,0,1
3108,0,0,26,0,0,7,0,0,3,1.0,7,0,9,1,3,1,-1.0,47,1,0,0.4350420395985896,0,0,0,0,1
3109,0,0,35,0,0,8,0,0,1,1.0,8,1,4,-1,1,1,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
3110,0,3,54,1,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,2,0,4,0.4350420395985896,0,0,0,0,1
3111,1,0,25,0,0,2,0,1,0,1.0,2,-1,2,-1,0,0,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
3112,0,0,29,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,-1.0,72,0,0,0.4350420395985896,0,0,0,0,1
3113,1,0,27,0,0,3,0,0,0,1.0,3,-1,3,-1,0,0,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
3114,1,2,34,0,0,4,0,0,4,1.0,4,-1,2,-1,4,0,-1.0,0,0,3,0.4350420395985896,0,0,0,0,1
3115,1,0,22,-1,0,7,0,0,0,1.0,7,0,6,0,0,1,0.0,-1,0,1,0.4350420395985896,0,0,0,0,1
3116,0,2,31,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,2,0,2,0.4350420395985896,0,0,0,0,1
3117,0,0,47,1,0,2,0,0,3,1.0,2,-1,1,-1,3,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
3118,0,0,39,0,0,9,0,0,4,1.0,9,1,5,0,4,1,-1.0,118,0,0,0.4350420395985896,0,0,0,0,1
3119,1,0,26,0,0,9,0,0,4,1.0,9,1,7,0,4,1,-1.0,0,1,1,0.4350420395985896,0,0,0,0,1
3120,0,0,61,1,0,8,0,0,2,1.0,8,1,10,1,2,0,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
3121,0,0,20,-1,0,5,0,1,0,1.0,5,0,6,0,0,0,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
3122,0,0,30,0,0,6,0,0,10,0.0,6,0,4,-1,10,1,18.0,0,1,0,0.4350420395985896,0,0,0,0,1
3123,0,0,59,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,62,0,0,0.4350420395985896,0,0,0,0,1
3124,0,2,23,-1,0,9,1,0,4,1.0,9,1,9,1,4,0,-1.0,2,1,2,0.4350420395985896,0,0,0,0,1
3125,0,2,35,0,0,5,0,0,3,0.0,5,0,4,-1,3,0,0.0,0,1,2,0.4350420395985896,0,0,0,0,1
3126,1,3,41,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,0,5,0.4350420395985896,0,0,0,0,1
3127,0,2,44,0,0,5,0,0,1,0.0,5,0,2,-1,1,1,0.0,1,0,2,0.4350420395985896,0,0,0,0,1
3128,1,0,34,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,1,1,0.4350420395985896,0,0,0,0,1
3129,0,2,29,0,0,2,0,0,1,1.0,2,-1,2,-1,1,1,3.0,0,1,2,0.4350420395985896,0,0,0,0,1
3130,0,2,21,-1,0,6,0,0,2,10.0,6,0,5,0,2,1,-10.0,0,0,2,0.4350420395985896,0,0,0,0,1
3131,0,2,20,-1,0,10,4,0,4,1.0,10,1,10,1,4,1,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
3132,0,0,36,0,0,4,0,0,6,1.0,4,-1,1,-1,6,0,-1.0,0,0,0,0.4350420395985896,0,0,0,0,1
3133,0,0,34,0,3,7,1,0,9,1.0,7,0,6,0,9,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
3134,0,0,50,1,0,8,0,0,15,1.0,8,1,4,-1,15,0,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
3135,1,5,49,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,7,0.4350420395985896,0,0,0,0,1
3136,0,0,49,1,0,3,0,0,10,1.0,3,-1,2,-1,10,1,-1.0,9,1,0,0.4350420395985896,0,0,0,0,1
3137,0,0,21,-1,1,9,0,1,2,0.0,9,1,9,1,2,1,-1.0,36,0,0,0.4350420395985896,0,0,0,0,1
3138,0,5,29,0,0,2,0,0,0,1.0,2,-1,3,-1,0,1,-1.0,1,0,6,0.4350420395985896,0,0,0,0,1
3139,0,3,61,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,0,4,0.4350420395985896,0,0,0,0,1
3140,0,2,35,0,0,1,0,0,2,1.0,1,-1,2,-1,2,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
3141,0,0,32,0,0,4,0,0,4,1.0,4,-1,2,-1,4,1,0.0,44,1,0,0.4350420395985896,0,0,0,0,1
3142,0,2,29,0,0,2,0,0,1,18.0,2,-1,3,-1,1,1,-18.0,2,0,2,0.4350420395985896,0,0,0,0,1
3143,0,2,53,1,0,5,0,0,1,1.0,5,0,5,0,1,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
3144,1,2,27,0,0,5,0,0,1,0.0,5,0,5,0,1,1,-1.0,25,1,3,0.4350420395985896,0,0,0,0,1
3145,0,5,26,0,0,1,0,0,0,1.0,1,-1,2,-1,0,1,-1.0,2,1,6,0.4350420395985896,0,0,0,0,1
3146,0,0,23,-1,0,2,0,0,3,1.0,2,-1,3,-1,3,0,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
3147,0,3,43,0,0,3,0,0,3,33.0,3,-1,2,-1,3,0,21.0,2,1,4,0.4350420395985896,0,0,0,0,1
3148,0,2,24,-1,0,2,0,0,1,1.0,2,-1,3,-1,1,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
3149,0,0,33,0,0,10,0,0,18,0.0,10,1,9,1,18,1,0.0,1,1,0,0.4350420395985896,0,0,0,0,1
3150,0,0,32,0,0,6,0,0,1,1.0,6,0,3,-1,1,0,-1.0,21,1,0,0.4350420395985896,0,0,0,0,1
3151,1,0,38,0,0,10,0,0,7,1.0,10,1,9,1,7,1,0.0,39,1,1,0.4350420395985896,0,0,0,0,1
3152,1,0,36,0,0,1,0,0,1,1.0,1,-1,2,-1,1,0,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
3153,0,2,57,1,0,1,0,0,7,1.0,1,-1,1,-1,7,1,-1.0,151,0,2,0.4350420395985896,0,0,0,0,1
3154,0,0,26,0,0,5,0,0,1,1.0,5,0,4,-1,1,1,-1.0,1,0,0,0.4350420395985896,0,0,0,0,1
3155,1,2,48,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,0,3,0.4350420395985896,0,0,0,0,1
3156,0,2,52,1,0,2,0,0,7,1.0,2,-1,2,-1,7,0,-1.0,0,0,2,0.4350420395985896,0,0,0,0,1
3157,0,3,22,-1,0,3,0,0,2,1.0,3,-1,5,0,2,1,-1.0,31,1,4,0.4350420395985896,0,0,0,0,1
3158,1,0,43,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
3159,0,3,23,-1,0,9,1,0,2,1.0,9,1,7,0,2,1,-1.0,22,0,4,0.4350420395985896,0,0,0,0,1
3160,0,0,21,-1,0,5,0,0,0,0.0,5,0,6,0,0,1,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
3161,0,0,33,0,0,9,0,0,5,1019.0,9,1,3,-1,5,0,-1.0,1,1,0,0.4350420395985896,0,0,0,0,1
3162,0,0,36,0,0,8,2,0,17,1.0,8,1,5,0,17,1,-1.0,15,1,0,0.4350420395985896,0,0,0,0,1
3163,1,0,24,-1,0,7,0,0,0,0.0,7,0,4,-1,0,1,0.0,2,0,1,0.4350420395985896,0,0,0,0,1
3164,0,0,28,0,0,7,0,0,4,0.0,7,0,6,0,4,1,0.0,5,1,0,0.4350420395985896,0,0,0,0,1
3165,0,0,28,0,0,7,0,1,12,2.0,7,0,3,-1,12,0,-2.0,1,1,0,0.4350420395985896,0,0,0,0,1
3166,0,0,23,-1,0,3,0,0,0,0.0,3,-1,5,0,0,0,0.0,1,1,0,0.4350420395985896,0,0,0,0,1
3167,0,3,36,0,0,2,0,0,1,0.0,2,-1,1,-1,1,0,0.0,0,0,4,0.4350420395985896,0,0,0,0,1
3168,0,2,50,1,0,6,0,0,1,1.0,6,0,3,-1,1,0,-1.0,40,1,2,0.4350420395985896,0,0,0,0,1
3169,0,2,24,-1,0,2,0,0,0,0.0,2,-1,3,-1,0,0,0.0,0,0,2,0.4350420395985896,0,0,0,0,1
3170,1,0,55,1,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,1,0,1,0.4350420395985896,0,0,0,0,1
3171,0,0,38,0,0,7,0,0,14,1.0,7,0,3,-1,14,1,-1.0,56,0,0,0.4350420395985896,0,0,0,0,1
3172,0,0,37,0,0,8,0,0,16,1.0,8,1,3,-1,16,1,-1.0,2,1,0,0.4350420395985896,0,0,0,0,1
3173,1,2,41,0,0,2,0,0,1,0.0,2,-1,1,-1,1,0,0.0,29,0,3,0.4350420395985896,0,0,0,0,1
3174,0,2,21,-1,0,4,0,0,0,0.0,4,-1,7,0,0,0,0.0,0,1,2,0.4350420395985896,0,0,0,0,1
3175,0,2,22,-1,0,5,0,0,1,1.0,5,0,5,0,1,0,0.0,8,0,2,0.4350420395985896,0,0,0,0,1
3176,0,0,38,0,0,6,0,0,7,1.0,6,0,8,1,7,0,-1.0,197,0,0,0.4350420395985896,0,0,0,0,1
3177,0,3,21,-1,0,7,1,0,2,1.0,7,0,8,1,2,1,-1.0,2,1,4,0.4350420395985896,0,0,0,0,1
3178,0,3,45,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,1,0,4,0.4350420395985896,0,0,0,0,1
3179,0,0,24,-1,0,9,0,0,0,1.0,9,1,6,0,0,0,-1.0,15,1,0,0.4350420395985896,0,0,0,0,1
3180,0,3,30,0,0,1,0,0,0,0.0,1,-1,2,-1,0,1,0.0,0,0,4,0.4350420395985896,0,0,0,0,1
3181,0,0,43,0,0,1,0,0,2,0.0,1,-1,1,-1,2,1,0.0,0,0,0,0.4350420395985896,0,0,0,0,1
3182,0,0,32,0,0,2,3,0,7,1.0,2,-1,2,-1,7,1,-1.0,5,0,0,0.4350420395985896,0,0,0,0,1
3183,0,2,33,0,0,6,0,0,6,0.0,6,0,6,0,6,1,-1.0,152,1,2,0.4350420395985896,0,0,0,0,1
3184,0,0,35,0,0,8,0,0,6,0.0,8,1,5,0,6,1,0.0,0,1,0,0.4350420395985896,0,0,0,0,1
3185,0,3,26,0,0,9,0,0,5,1.0,9,1,9,1,5,1,0.0,-1,1,4,0.4350420395985896,0,0,0,0,1
3186,0,0,21,-1,0,5,1,0,2,1.0,5,0,5,0,2,1,-1.0,8,1,0,0.4350420395985896,0,0,0,0,1
3187,1,0,37,0,0,8,0,0,23,2.0,8,1,4,-1,23,0,0.0,-1,1,1,0.4350420395985896,0,0,0,0,1
3188,0,3,33,0,0,2,0,0,0,1.0,2,-1,1,-1,0,0,-1.0,0,0,4,0.4350420395985896,0,0,0,0,1
3189,0,0,20,-1,0,8,0,0,2,1.0,8,1,7,0,2,1,-1.0,33,1,0,0.4350420395985896,0,0,0,0,1
3190,0,2,26,0,0,4,0,0,0,2.0,4,-1,4,-1,0,0,-1.0,1,0,2,0.4350420395985896,0,0,0,0,1
3191,1,2,52,1,0,1,0,0,6,13.0,1,-1,1,-1,6,1,-13.0,6,0,3,0.4350420395985896,0,0,0,0,1
3192,0,0,52,1,0,8,0,0,16,1.0,8,1,5,0,16,1,-1.0,0,1,0,0.4350420395985896,0,0,0,0,1
3193,0,3,27,0,0,7,0,0,1,1.0,7,0,4,-1,1,1,-1.0,2,1,4,0.4350420395985896,0,0,0,0,1
3194,0,2,60,1,0,2,0,0,2,1.0,2,-1,1,-1,2,0,-1.0,10,0,2,0.4350420395985896,0,0,0,0,1
3195,0,3,30,0,0,2,0,0,1,18.0,2,-1,2,-1,1,1,-18.0,17,0,4,0.4350420395985896,0,0,0,0,1
3196,1,0,25,0,0,4,0,0,2,1.0,4,-1,4,-1,2,0,-1.0,0,0,1,0.4350420395985896,0,0,0,0,1
3197,1,2,20,-1,0,8,0,0,4,1.0,8,1,6,0,4,1,-1.0,2,1,3,0.4350420395985896,0,0,0,0,1
3198,0,2,22,-1,0,6,0,0,1,13.0,6,0,4,-1,1,1,-12.0,11,0,2,0.4350420395985896,0,0,0,0,1
3199,1,0,28,0,0,3,0,0,0,1.0,3,-1,4,-1,0,1,-1.0,191,0,1,0.4350420395985896,0,0,0,0,1
3200,0,0,35,0,0,6,0,0,10,28.0,6,0,1,-1,10,1,-28.0,22,1,0,0.4350420395985896,0,0,0,0,1
3201,0,2,30,0,0,1,0,0,0,0.0,1,-1,2,-1,0,0,0.0,0,0,2,0.4350420395985896,0,0,0,0,1
3202,0,0,22,-1,0,3,0,2,0,1.0,3,-1,5,0,0,1,-1.0,7,1,0,0.4350420395985896,0,0,0,0,1
3203,1,5,46,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0,0,7,0.4350420395985896,0,0,0,0,1
3204,0,5,47,1,0,2,0,0,3,1.0,2,-1,1,-1,3,0,-1.0,3,0,6,0.4350420395985896,0,0,0,0,1
