sex,race,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,c_charge_degree,days_b_screening_arrest,length_of_stay,c_charge_desc_id,two_year_recid
0,0,37,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,0,0,0
0,2,39,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,3,1,0
1,2,52,1,0,1,0,0,3,25.0,1,-1,1,-1,3,0,-25.0,0,3,0
0,5,60,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,1,1,0
0,3,37,0,0,1,0,0,2,1.0,1,-1,1,-1,2,0,-1.0,0,1,0
0,2,42,0,0,1,0,0,4,1.0,1,-1,2,-1,4,1,-1.0,17,4,1
0,0,23,-1,0,6,0,0,6,0.0,6,0,7,0,6,1,0.0,1,3,1
1,0,42,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,3,1
0,0,28,0,0,4,0,0,5,1.0,4,-1,4,-1,5,1,0.0,0,3,0
0,2,38,0,0,5,0,0,12,1.0,5,0,3,-1,12,1,-1.0,0,4,0
1,0,43,0,0,2,0,0,2,1.0,2,-1,1,-1,2,1,-1.0,1,4,1
0,0,42,0,0,5,0,0,0,1.0,5,0,5,0,0,1,-1.0,0,1,0
1,2,25,0,0,3,0,0,0,1.0,3,-1,3,-1,0,0,-1.0,0,1,0
0,0,32,0,0,9,0,0,7,0.0,9,1,9,1,7,1,0.0,37,4,1
0,0,21,-1,0,6,0,0,0,1.0,6,0,7,0,0,1,0.0,0,1,1
1,2,35,0,0,5,0,0,1,30.0,5,0,2,-1,1,0,-30.0,28,1,0
0,2,37,0,0,5,0,0,0,1.0,5,0,3,-1,0,1,-1.0,126,4,0
1,0,33,0,0,2,0,0,2,0.0,2,-1,1,-1,2,1,0.0,0,4,0
1,2,51,1,0,3,0,0,4,11.0,3,-1,1,-1,4,1,-11.0,8,4,0
0,2,39,0,0,4,0,0,3,1.0,4,-1,2,-1,3,1,-1.0,2,3,0
0,3,35,0,0,6,0,0,5,1.0,6,0,6,0,5,0,-1.0,2,0,1
0,0,40,0,0,7,0,0,3,1.0,7,0,8,1,3,1,-1.0,13,1,0
0,0,32,0,0,8,0,0,17,0.0,8,1,2,-1,17,1,0.0,0,3,1
0,2,32,0,0,6,0,0,3,1.0,6,0,2,-1,3,1,0.0,-1,0,1
0,5,37,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,0
0,0,32,0,0,6,0,0,10,1.0,6,0,2,-1,10,1,-1.0,0,4,1
0,2,47,1,0,3,0,0,5,0.0,3,-1,2,-1,5,0,0.0,0,2,1
1,2,23,-1,0,7,0,0,0,1.0,7,0,5,0,0,0,-1.0,0,3,0
0,2,63,1,0,4,0,0,10,0.0,4,-1,1,-1,10,1,0.0,2,2,1
0,0,38,0,0,9,1,0,16,1.0,9,1,10,1,16,1,-1.0,241,3,1
0,0,32,0,0,5,0,0,6,1.0,5,0,4,-1,6,0,-1.0,2,1,1
0,0,31,0,0,8,0,0,4,1.0,8,1,3,-1,4,1,-1.0,24,4,1
0,0,23,-1,0,3,0,0,0,1.0,3,-1,3,-1,0,1,0.0,1,0,0
0,3,38,0,0,5,0,0,1,1.0,5,0,2,-1,1,0,-1.0,126,0,0
1,2,47,1,0,1,0,0,0,3.0,1,-1,1,-1,0,0,-3.0,0,1,0
0,2,33,0,0,8,0,0,1,1.0,8,1,4,-1,1,1,-1.0,10,4,1
0,2,22,-1,0,4,0,0,1,11.0,4,-1,5,0,1,1,-11.0,8,4,0
0,2,40,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,1
0,0,36,0,10,7,0,0,14,1.0,7,0,5,0,14,1,-1.0,173,4,1
1,2,65,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,0.0,1,4,0
1,0,22,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,0,-1.0,1,1,0
0,3,34,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,3,0
1,3,38,0,0,1,0,0,0,2.0,1,-1,1,-1,0,1,-1.0,0,4,0
1,2,26,0,0,3,0,0,4,2.0,3,-1,3,-1,4,1,-2.0,0,3,1
0,3,20,-1,0,4,0,0,0,1.0,4,-1,6,0,0,0,-1.0,23,1,1
0,3,49,1,0,1,0,0,0,3.0,1,-1,1,-1,0,1,-3.0,0,1,0
0,2,52,1,0,9,0,0,2,0.0,9,1,1,-1,2,1,0.0,4,4,1
0,5,25,0,0,2,0,0,2,1.0,2,-1,3,-1,2,0,-1.0,0,1,1
0,0,34,0,0,1,0,0,5,1.0,1,-1,2,-1,5,1,-1.0,4,0,0
0,0,33,0,0,1,0,0,1,1.0,1,-1,2,-1,1,0,-1.0,1,1,1
0,0,21,-1,0,7,1,2,1,1.0,7,0,9,1,1,1,-1.0,0,1,0
0,0,46,1,0,4,0,0,9,1.0,4,-1,2,-1,9,1,-1.0,5,3,0
0,2,57,1,0,4,0,0,1,1.0,4,-1,3,-1,1,0,-1.0,1,4,0
0,0,22,-1,0,3,0,1,2,0.0,3,-1,6,0,2,1,0.0,0,3,1
1,2,48,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,1,3,1
0,0,40,0,0,5,0,0,21,1.0,5,0,3,-1,21,1,-1.0,29,1,0
1,0,30,0,0,2,0,0,1,1.0,2,-1,1,-1,1,1,-1.0,0,4,0
0,2,21,-1,0,7,1,0,4,1.0,7,0,6,0,4,0,-1.0,33,1,1
1,0,39,0,0,10,2,0,22,1.0,10,1,3,-1,22,1,-1.0,3,3,1
1,2,33,0,0,6,0,0,0,1.0,6,0,3,-1,0,0,-1.0,1,3,1
0,0,24,-1,0,3,0,0,0,2.0,3,-1,4,-1,0,1,0.0,-1,1,0
0,0,43,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,0,1
1,2,45,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,1,1,0
0,0,51,1,0,3,0,0,3,18.0,3,-1,2,-1,3,1,-18.0,2,3,0
0,0,31,0,0,7,0,0,9,1.0,7,0,3,-1,9,0,-1.0,0,1,1
0,2,27,0,0,2,0,0,0,1.0,2,-1,3,-1,0,0,-1.0,1,1,0
0,0,32,0,0,2,0,0,1,1.0,2,-1,3,-1,1,1,-1.0,0,4,0
0,2,49,1,0,1,0,0,0,3.0,1,-1,1,-1,0,0,-3.0,0,4,0
0,0,29,0,0,3,0,0,2,1.0,3,-1,2,-1,2,1,-1.0,27,4,0
0,0,23,-1,0,6,1,0,2,1.0,6,0,5,0,2,1,-1.0,1,1,1
0,1,30,0,0,3,0,0,6,1.0,3,-1,2,-1,6,0,-1.0,0,1,0
0,2,30,0,0,4,0,0,0,1.0,4,-1,5,0,0,0,0.0,56,4,0
0,0,34,0,0,4,0,0,13,1.0,4,-1,1,-1,13,1,-1.0,0,3,1
0,0,33,0,0,6,0,0,4,1.0,6,0,2,-1,4,1,0.0,-1,4,0
0,0,28,0,0,2,0,0,1,1.0,2,-1,3,-1,1,0,-1.0,1,1,0
0,0,29,0,0,8,0,0,1,1.0,8,1,8,1,1,1,-1.0,40,2,0
0,2,38,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,3,0
0,2,37,0,0,3,0,0,0,1.0,3,-1,2,-1,0,1,-1.0,0,1,0
1,2,33,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,4,1
0,3,30,0,0,2,0,0,0,0.0,2,-1,2,-1,0,1,0.0,0,2,0
0,0,51,1,1,9,0,1,19,1.0,9,1,4,-1,19,1,-1.0,13,4,0
0,0,65,1,0,5,0,0,7,1.0,5,0,1,-1,7,0,-1.0,0,3,0
1,0,32,0,0,1,0,0,1,1.0,1,-1,1,-1,1,0,-1.0,0,1,0
0,2,38,0,0,7,0,0,5,3.0,7,0,2,-1,5,1,-2.0,0,4,1
0,0,35,0,0,4,0,0,1,1.0,4,-1,3,-1,1,1,-1.0,0,0,0
0,2,57,1,0,1,0,0,1,26.0,1,-1,1,-1,1,1,-26.0,0,1,0
0,2,26,0,0,3,0,0,1,1.0,3,-1,3,-1,1,1,0.0,-1,4,0
1,0,36,0,2,6,0,0,4,1.0,6,0,3,-1,4,0,-1.0,1,1,1
1,3,33,0,0,4,0,0,2,10.0,4,-1,2,-1,2,1,-10.0,9,0,1
0,2,35,0,0,5,0,0,3,1.0,5,0,3,-1,3,1,-1.0,1,3,1
0,0,33,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,4,0
0,2,47,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,1,1,0
1,3,53,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,0
0,2,35,0,0,4,0,0,1,16.0,4,-1,1,-1,1,0,-15.0,4,1,1
1,0,36,0,0,3,0,0,1,1.0,3,-1,2,-1,1,1,-1.0,0,3,1
1,2,25,0,0,3,0,0,0,1.0,3,-1,3,-1,0,0,-1.0,0,1,0
0,3,52,1,0,6,0,0,10,1.0,6,0,7,0,10,1,0.0,149,1,0
0,2,51,1,0,3,0,0,6,0.0,3,-1,2,-1,6,1,0.0,2,3,1
0,0,24,-1,0,8,0,4,8,1.0,8,1,8,1,8,1,-1.0,214,4,1
0,2,32,0,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,0,4,1
0,0,43,0,0,7,0,0,8,1.0,7,0,5,0,8,1,-1.0,348,4,1
0,0,45,1,1,7,0,1,20,0.0,7,0,2,-1,20,0,-1.0,46,4,0
0,0,42,0,0,5,0,0,10,17.0,5,0,1,-1,10,0,-1.0,0,4,1
0,0,22,-1,0,7,0,0,1,1.0,7,0,5,0,1,1,-1.0,6,4,1
0,0,49,1,0,4,0,0,4,26.0,4,-1,1,-1,4,1,-26.0,1,3,0
0,0,42,0,0,1,0,0,0,4.0,1,-1,1,-1,0,1,-3.0,33,3,1
0,2,40,0,0,8,0,0,0,1.0,8,1,10,1,0,0,-1.0,29,4,1
0,0,25,0,0,7,1,0,2,1.0,7,0,3,-1,2,1,-1.0,0,1,1
0,2,25,0,0,5,0,0,0,2.0,5,0,3,-1,0,0,-1.0,2,2,1
0,0,23,-1,0,5,0,0,0,1.0,5,0,7,0,0,1,-1.0,2,1,0
0,2,21,-1,0,7,0,0,2,1.0,7,0,7,0,2,1,-1.0,1,4,1
0,2,31,0,0,5,0,0,3,0.0,5,0,4,-1,3,0,0.0,0,1,0
1,0,28,0,0,2,0,0,0,0.0,2,-1,2,-1,0,0,0.0,0,1,0
0,0,24,-1,0,9,0,0,11,1.0,9,1,5,0,11,1,-1.0,51,4,1
0,2,45,1,0,1,0,0,0,0.0,1,-1,1,-1,0,1,0.0,37,0,0
0,0,23,-1,0,4,0,0,2,1.0,4,-1,4,-1,2,0,-1.0,1,1,1
0,0,39,0,0,8,0,0,7,1.0,8,1,6,0,7,1,0.0,0,1,1
0,0,24,-1,0,2,1,0,1,1.0,2,-1,4,-1,1,1,-1.0,0,4,0
0,2,46,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,1,4,0
0,2,47,1,0,1,0,0,3,1.0,1,-1,1,-1,3,1,-1.0,2,1,0
0,0,22,-1,0,4,0,1,1,1.0,4,-1,5,0,1,0,-1.0,0,3,1
1,2,34,0,0,2,0,0,0,2.0,2,-1,1,-1,0,0,-2.0,1,1,0
0,2,33,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,3,1
0,0,29,0,0,10,0,1,16,1.0,10,1,8,1,16,1,-1.0,0,1,1
0,3,34,0,0,2,0,0,3,6.0,2,-1,2,-1,3,0,-6.0,5,1,0
0,0,29,0,0,6,0,0,0,0.0,6,0,3,-1,0,0,0.0,0,1,0
1,2,25,0,0,3,0,0,2,1.0,3,-1,3,-1,2,0,-1.0,0,0,1
0,2,34,0,0,6,0,0,16,1.0,6,0,6,0,16,1,-1.0,1,1,1
1,0,55,1,0,1,0,0,1,1.0,1,-1,1,-1,1,1,-1.0,0,3,0
0,0,27,0,0,4,0,0,0,1.0,4,-1,4,-1,0,1,-1.0,0,1,1
0,0,26,0,0,3,0,0,0,1.0,3,-1,3,-1,0,0,-1.0,1,4,0
0,0,39,0,2,9,2,1,19,1.0,9,1,7,0,19,1,-1.0,179,4,1
0,0,24,-1,0,7,0,0,1,0.0,7,0,7,0,1,1,0.0,0,3,0
0,2,29,0,0,2,0,0,0,0.0,2,-1,2,-1,0,0,0.0,0,1,0
0,0,50,1,0,1,0,0,13,0.0,1,-1,1,-1,13,1,0.0,242,4,1
0,3,25,0,0,5,0,0,2,1.0,5,0,3,-1,2,1,-1.0,0,4,1
0,0,31,0,0,5,0,0,4,12.0,5,0,4,-1,4,1,-12.0,2,4,1
0,5,31,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,0,1,0
0,2,26,0,1,6,0,0,2,1.0,6,0,8,1,2,1,-1.0,0,3,0
0,2,54,1,0,2,0,0,2,0.0,2,-1,1,-1,2,1,0.0,97,4,0
0,0,33,0,0,8,0,0,14,1.0,8,1,4,-1,14,1,-1.0,0,3,1
0,0,22,-1,0,4,0,0,0,1.0,4,-1,5,0,0,0,-1.0,0,1,1
0,0,35,0,0,9,1,0,8,0.0,9,1,8,1,8,1,0.0,239,4,0
1,5,30,0,0,7,0,0,4,1.0,7,0,4,-1,4,1,-27.0,1,4,1
0,0,25,0,0,2,0,0,0,1.0,2,-1,3,-1,0,1,-1.0,0,4,0
0,0,25,0,0,5,0,0,0,1.0,5,0,3,-1,0,1,0.0,0,0,0
0,0,44,0,0,2,0,0,0,1.0,2,-1,1,-1,0,1,-1.0,0,3,1
1,2,29,0,0,7,0,0,2,1.0,7,0,4,-1,2,1,-1.0,8,4,1
0,2,46,1,0,3,0,0,2,23.0,3,-1,1,-1,2,1,-23.0,2,4,1
0,2,53,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,4,1,0
0,0,24,-1,0,7,0,0,2,1.0,7,0,4,-1,2,1,-1.0,1,4,1
1,0,52,1,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,1,3,1
0,0,27,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,0,1,1
0,2,41,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,1,0
1,0,21,-1,0,5,0,0,0,2.0,5,0,6,0,0,1,-2.0,0,4,1
0,2,24,-1,0,4,0,0,1,0.0,4,-1,3,-1,1,1,0.0,0,3,0
0,2,23,-1,0,2,0,0,0,2.0,2,-1,4,-1,0,0,-1.0,0,1,0
0,0,42,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,4,0
0,0,24,-1,5,8,0,0,5,1.0,8,1,9,1,5,1,-1.0,1,4,1
0,0,26,0,0,8,0,0,4,1.0,8,1,4,-1,4,1,-1.0,0,4,1
0,2,50,1,0,3,0,0,9,1.0,3,-1,2,-1,9,1,-1.0,424,4,1
1,0,32,0,0,6,0,0,3,1.0,6,0,4,-1,3,0,-1.0,1,1,0
0,0,40,0,0,9,0,0,13,1.0,9,1,3,-1,13,1,-1.0,1,4,0
0,0,27,0,0,3,0,0,2,1.0,3,-1,4,-1,2,1,0.0,0,4,0
0,2,23,-1,0,9,0,0,0,1.0,9,1,5,0,0,1,-1.0,0,3,1
0,0,37,0,0,9,0,0,22,61.0,9,1,4,-1,22,0,-1.0,1,4,1
0,0,32,0,0,4,0,0,1,1.0,4,-1,2,-1,1,0,-1.0,3,3,1
0,2,52,1,0,3,0,0,4,1.0,3,-1,2,-1,4,0,-1.0,1,0,1
0,2,29,0,0,2,0,0,2,1.0,2,-1,3,-1,2,1,-1.0,3,1,0
0,0,49,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,0,0
0,2,50,1,0,1,0,0,0,2.0,1,-1,1,-1,0,1,-2.0,2,2,0
0,2,26,0,0,2,0,0,2,1.0,2,-1,3,-1,2,1,0.0,-1,0,1
1,2,34,0,0,8,0,0,0,1.0,8,1,2,-1,0,1,-1.0,31,0,1
1,2,28,0,0,7,0,0,1,1.0,7,0,3,-1,1,1,-1.0,9,4,0
0,0,30,0,0,3,0,0,0,0.0,3,-1,2,-1,0,1,0.0,0,4,1
0,0,24,-1,0,4,0,0,3,1.0,4,-1,4,-1,3,1,-1.0,1,4,1
0,0,25,0,0,2,0,0,0,0.0,2,-1,3,-1,0,0,0.0,0,1,1
0,0,25,0,0,3,0,0,4,1.0,3,-1,3,-1,4,0,-1.0,9,1,1
0,2,45,1,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,0,3,0
0,2,26,0,0,7,0,0,1,1.0,7,0,6,0,1,1,-1.0,3,0,1
0,5,37,0,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,28,2,0
0,3,24,-1,0,2,0,0,0,1.0,2,-1,3,-1,0,0,-1.0,1,1,0
0,2,40,0,0,1,0,0,2,1.0,1,-1,1,-1,2,0,-1.0,1,4,0
1,3,33,0,0,2,0,0,0,2.0,2,-1,1,-1,0,1,-2.0,0,2,0
0,3,53,1,0,2,0,0,18,0.0,2,-1,1,-1,18,1,0.0,1,4,0
0,3,55,1,0,1,0,0,0,7.0,1,-1,1,-1,0,0,-7.0,5,2,0
0,5,30,0,0,9,0,0,6,1.0,9,1,7,0,6,1,-1.0,17,1,1
0,0,21,-1,0,7,0,0,1,15.0,7,0,8,1,1,1,-15.0,15,4,1
0,2,55,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,0,1,0
0,2,22,-1,0,3,0,0,1,1.0,3,-1,5,0,1,1,-1.0,0,4,1
1,0,23,-1,0,3,0,0,1,6.0,3,-1,4,-1,1,1,-6.0,0,4,0
0,2,57,1,0,4,0,0,9,1.0,4,-1,1,-1,9,1,-1.0,58,3,1
0,2,33,0,0,3,0,0,0,2.0,3,-1,2,-1,0,0,-2.0,0,1,1
0,2,32,0,0,1,0,0,2,0.0,1,-1,1,-1,2,1,0.0,1,1,0
0,2,47,1,0,2,0,0,3,1.0,2,-1,1,-1,3,1,-1.0,13,4,0
0,2,51,1,0,1,0,0,6,33.0,1,-1,1,-1,6,0,11.0,18,2,1
0,0,22,-1,0,6,1,0,1,1.0,6,0,7,0,1,1,-1.0,1,4,0
0,2,47,1,0,1,0,0,2,1.0,1,-1,2,-1,2,1,-1.0,1,4,0
0,2,28,0,0,1,0,0,1,22.0,1,-1,2,-1,1,1,-21.0,0,3,1
0,0,28,0,0,8,0,0,5,2.0,8,1,4,-1,5,1,-1.0,34,4,0
1,2,44,0,0,1,0,0,1,1.0,1,-1,1,-1,1,0,0.0,6,1,1
0,0,25,0,0,4,0,0,0,1.0,4,-1,3,-1,0,1,0.0,2,1,1
0,0,34,0,0,2,0,0,4,1.0,2,-1,2,-1,4,0,-1.0,0,1,0
0,2,65,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,4,0
0,2,33,0,0,6,0,0,5,1.0,6,0,6,0,5,1,0.0,119,4,1
1,2,23,-1,0,3,0,0,0,1.0,3,-1,3,-1,0,0,-1.0,0,1,0
1,2,44,0,0,1,0,0,0,2.0,1,-1,1,-1,0,0,-2.0,0,1,0
0,0,24,-1,0,3,0,0,1,1.0,3,-1,5,0,1,0,-1.0,0,1,0
0,2,51,1,0,2,0,0,1,1.0,2,-1,1,-1,1,0,-1.0,1,1,0
1,0,21,-1,0,8,0,0,0,1.0,8,1,7,0,0,1,-1.0,1,1,1
0,2,39,0,0,6,0,0,6,1.0,6,0,2,-1,6,1,-1.0,0,4,0
0,0,29,0,0,8,0,0,29,1.0,8,1,9,1,29,1,-1.0,5,0,1
0,2,24,-1,0,6,0,0,1,5.0,6,0,4,-1,1,1,-5.0,0,1,0
1,0,23,-1,0,5,0,0,0,1.0,5,0,5,0,0,1,-1.0,2,4,1
0,0,31,0,0,10,0,2,11,1.0,10,1,7,0,11,1,0.0,-1,0,1
1,0,35,0,0,2,0,0,0,1.0,2,-1,1,-1,0,0,-1.0,0,4,0
0,5,30,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,0,4,0
1,0,39,0,0,6,0,0,4,3.0,6,0,1,-1,4,1,-3.0,3,1,0
0,2,51,1,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,1,3,0
0,2,22,-1,0,7,0,1,1,4.0,7,0,5,0,1,1,-1.0,236,4,0
0,2,29,0,0,2,0,0,2,24.0,2,-1,3,-1,2,1,-24.0,22,4,0
0,2,32,0,0,2,0,0,6,1.0,2,-1,3,-1,6,1,-1.0,2,0,1
0,2,33,0,0,4,0,0,3,16.0,4,-1,3,-1,3,0,-16.0,11,1,1
0,2,58,1,0,3,0,0,5,1.0,3,-1,1,-1,5,1,-1.0,1,4,1
0,5,54,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,27,1,0
0,0,33,0,0,9,0,0,2,5.0,9,1,5,0,2,1,-1.0,28,1,1
0,0,48,1,0,4,0,0,10,0.0,4,-1,1,-1,10,1,0.0,175,4,0
0,0,23,-1,0,8,0,0,0,1.0,8,1,7,0,0,0,-1.0,3,1,0
0,2,23,-1,0,7,0,0,2,1.0,7,0,6,0,2,1,-1.0,15,4,1
0,1,47,1,0,1,0,0,1,1.0,1,-1,1,-1,1,0,0.0,1,1,0
0,5,21,-1,0,4,0,0,0,1.0,4,-1,6,0,0,1,-1.0,2,4,0
0,0,29,0,0,9,0,0,0,1.0,9,1,10,1,0,0,-1.0,1,1,1
0,2,48,1,0,1,0,0,2,1.0,1,-1,1,-1,2,1,-1.0,0,4,0
0,2,37,0,0,4,0,0,4,1.0,4,-1,4,-1,4,0,-1.0,82,1,1
0,2,50,1,0,3,0,0,3,1.0,3,-1,1,-1,3,1,-1.0,14,1,0
0,0,19,-1,0,8,0,0,3,1.0,8,1,8,1,3,1,-1.0,1,1,1
0,0,49,1,2,3,0,0,13,1.0,3,-1,2,-1,13,1,-1.0,0,4,0
0,2,58,1,0,5,0,0,2,1.0,5,0,2,-1,2,1,-1.0,5,1,0
0,0,31,0,0,8,0,0,6,0.0,8,1,6,0,6,1,0.0,0,3,0
0,0,23,-1,0,7,0,2,1,1.0,7,0,5,0,1,0,-1.0,0,1,0
1,0,23,-1,0,3,0,0,0,1.0,3,-1,4,-1,0,1,0.0,0,1,1
0,2,31,0,0,8,0,0,17,1.0,8,1,8,1,17,1,-1.0,1,3,1
0,5,33,0,0,1,0,0,0,1.0,1,-1,2,-1,0,1,-1.0,83,4,1
0,2,57,1,0,2,0,0,6,24.0,2,-1,2,-1,6,1,-23.0,1,4,0
1,2,31,0,0,2,0,0,0,3.0,2,-1,2,-1,0,0,-3.0,0,1,0
0,0,57,1,0,6,0,0,19,1.0,6,0,1,-1,19,1,-1.0,3,3,0
0,2,57,1,0,5,0,0,12,1.0,5,0,1,-1,12,0,0.0,3,3,0
0,0,29,0,0,7,0,0,6,1.0,7,0,4,-1,6,0,-1.0,0,1,1
0,0,30,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,1,1
0,0,45,1,0,3,0,0,11,1.0,3,-1,3,-1,11,1,-1.0,0,1,0
0,2,42,0,0,5,0,0,0,0.0,5,0,2,-1,0,1,0.0,0,4,0
0,5,48,1,0,2,0,0,7,1.0,2,-1,2,-1,7,1,-1.0,0,1,0
0,0,29,0,0,8,2,0,12,1.0,8,1,5,0,12,1,0.0,12,4,1
1,2,28,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,-1.0,0,4,0
0,0,25,0,0,2,0,0,1,1.0,2,-1,3,-1,1,0,-1.0,1,1,1
1,2,34,0,0,5,0,0,3,1.0,5,0,2,-1,3,0,-1.0,10,1,0
0,0,27,0,0,2,0,0,0,1.0,2,-1,4,-1,0,1,-1.0,1,4,0
0,0,39,0,0,4,0,0,4,0.0,4,-1,2,-1,4,1,0.0,40,2,0
0,0,27,0,0,5,0,0,4,1.0,5,0,6,0,4,1,-1.0,50,4,1
0,2,30,0,0,10,0,1,7,1.0,10,1,8,1,7,1,-1.0,0,4,1
0,0,31,0,3,10,0,1,15,1.0,10,1,4,-1,15,0,-1.0,4,1,1
0,0,20,-1,0,9,0,1,1,1.0,9,1,8,1,1,0,-1.0,0,1,1
0,2,26,0,0,9,0,0,2,1.0,9,1,8,1,2,1,-1.0,0,1,1
0,2,34,0,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,1,1
0,2,27,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,0,1,0
0,0,29,0,0,2,0,0,4,1.0,2,-1,2,-1,4,1,-1.0,1,4,0
0,0,27,0,0,6,0,0,7,1.0,6,0,4,-1,7,1,-1.0,4,4,0
1,2,24,-1,0,8,0,0,0,1.0,8,1,5,0,0,1,-1.0,1,4,0
0,0,29,0,0,5,0,0,0,1.0,5,0,4,-1,0,1,-1.0,0,4,1
0,2,20,-1,0,3,0,0,0,1.0,3,-1,6,0,0,1,-1.0,0,2,0
1,2,23,-1,0,3,0,0,0,1.0,3,-1,3,-1,0,1,-1.0,0,3,0
1,0,48,1,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,4,0
0,0,34,0,0,1,0,0,0,0.0,1,-1,1,-1,0,0,0.0,0,3,1
0,0,46,1,0,6,0,0,1,1.0,6,0,4,-1,1,0,-1.0,1,1,1
1,2,41,0,0,5,0,0,3,1.0,5,0,2,-1,3,1,-1.0,1,4,0
0,0,26,0,0,6,0,0,3,1.0,6,0,4,-1,3,1,-1.0,0,3,1
0,0,37,0,0,8,0,0,11,1.0,8,1,6,0,11,1,-1.0,1,4,1
1,2,22,-1,0,3,0,0,2,1.0,3,-1,4,-1,2,1,-1.0,0,4,0
0,0,32,0,0,1,0,0,7,1.0,1,-1,1,-1,7,1,-1.0,0,4,0
0,0,44,0,0,1,0,0,0,1.0,1,-1,1,-1,0,0,-1.0,2,3,0
0,0,60,1,0,1,0,0,3,1.0,1,-1,1,-1,3,0,-1.0,0,3,0
0,2,49,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,0.0,-1,3,0
0,0,30,0,0,4,0,0,10,0.0,4,-1,5,0,10,0,0.0,1,1,1
0,2,52,1,0,1,0,0,0,1.0,1,-1,1,-1,0,1,-1.0,1,3,0
0,0,34,0,0,10,0,0,0,1.0,10,1,9,1,0,1,-1.0,1,0,0
0,0,55,1,0,4,0,0,5,1.0,4,-1,1,-1,5,1,-1.0,3,1,1
0,0,33,0,0,7,0,0,0,1.0,7,0,7,0,0,0,-1.0,0,2,0
0,0,22,-1,0,6,0,0,0,1.0,6,0,6,0,0,1,-1.0,0,3,1
1,0,27,0,0,2,0,0,0,0.0,2,-1,2,-1,0,0,0.0,1,1,0
0,0,20,-1,0,5,0,2,0,1.0,5,0,7,0,0,1,-1.0,0,4,1
0,2,33,0,0,2,0,0,0,1.0,2,-1,2,-1,0,1,-1.0,53,1,0
0,0,26,0,0,2,0,0,0,1.0,2,-1,2,-1,0,0,-1.0,2,1,0
0,0,29,0,0,5,0,0,0,1.0,5,0,2,-1,0,0,-1.0,1,0,0
0,0,32,0,0,3,0,0,1,0.0,3,-1,4,-1,1,0,0.0,0,3,0
0,2,37,0,0,1,0,0,4,0.0,1,-1,1,-1,4,0,0.0,0,1,0
0,0,31,0,0,10,0,0,15,0.0,10,1,7,0,15,1,0.0,104,4,0
0,0,29,0,0,8,0,0,6,1.0,8,1,4,-1,6,1,-1.0,0,4,1
0,0,31,0,0,4,0,0,6,0.0,4,-1,2,-1,6,1,0.0,41,4,0
1,2,36,0,0,3,0,0,2,1.0,3,-1,3,-1,2,1,-1.0,1,1,0
